withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,1.3184840999997505,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
1,1,1,0.684690000000046,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
2,1,1,0.6179735000000619,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
3,1,1,0.5159963000000971,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
4,1,1,1.0656819999999243,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
5,1,1,0.5672792999998819,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
6,1,1,0.7170875000001615,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
7,1,1,0.6164213000001837,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
8,1,1,0.6673971000000165,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
9,1,1,0.6172599999999875,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
10,1,1,0.6663862999998855,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
11,1,1,0.6843469999998888,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
12,1,1,0.5667946000003212,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
13,1,1,0.4836305999997421,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
14,1,1,0.5002423999999337,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
15,1,1,0.39991520000012315,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
16,1,1,0.4676118000002134,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
17,1,1,0.36577570000008564,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
18,1,1,0.6499460999998519,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
19,1,1,0.6686210000002575,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
20,1,1,0.534564600000067,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
21,1,1,0.268445900000188,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
22,1,1,0.4994376999998167,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
23,1,1,0.681966999999986,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
0,1,2,0.45055550000006406,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
1,1,2,0.7845038000000386,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
2,1,2,0.7012002999999822,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
3,1,2,0.6002229000000625,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
4,1,2,0.6011759000002712,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
5,1,2,0.7004657000002226,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
6,1,2,0.8329266999999163,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
7,1,2,0.5846400000000358,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
8,1,2,0.6328151000002435,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
9,1,2,0.7166078000000198,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
10,1,2,0.48342189999993934,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
11,1,2,0.7164003999996567,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
12,1,2,0.551114399999733,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
13,1,2,0.5855194000000665,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
14,1,2,0.7013885999999729,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
15,1,2,0.6835476999999628,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
16,1,2,0.7994988000000376,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
17,1,2,0.8166332000000693,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
18,1,2,0.5005807000002278,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
19,1,2,0.6829184999996869,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
20,1,2,0.6664875000001302,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
21,1,2,0.534070299999712,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
22,1,2,1.1827234000002136,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
23,1,2,1.2490405999997165,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
0,1,3,0.5012495000000854,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
1,1,3,0.36690020000014556,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
2,1,3,0.7166902999997546,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
3,1,3,0.6178939999999784,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
4,1,3,0.618669200000113,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
5,1,3,0.6500492000000122,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
6,1,3,1.2664035999996486,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
7,1,3,0.6994758999999249,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
8,1,3,0.5675934999999299,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
9,1,3,0.7025182999996105,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
10,1,3,0.5492410000001655,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
11,1,3,0.33312210000030973,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
12,1,3,0.5174443000000792,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
13,1,3,0.5843660999998974,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
14,1,3,0.6487351000000672,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
15,1,3,0.4656927999999425,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
16,1,3,0.5171049999999013,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
17,1,3,0.5167146000003413,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
18,1,3,0.5658708999999362,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
19,1,3,0.5341325999997935,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
20,1,3,0.5175149000006058,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
21,1,3,0.6160281000002215,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
22,1,3,0.5343995000002906,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
23,1,3,0.6828106000002663,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
0,1,4,0.9499605000000884,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
1,1,4,0.5176566000000093,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
2,1,4,0.6834702999994988,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
3,1,4,0.91805579999982,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
4,1,4,0.6163637999998173,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
5,1,4,0.5984610000004977,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
6,1,4,0.4499803000007887,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
7,1,4,0.6176030000005994,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
8,1,4,0.5997004000000743,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
9,1,4,0.4833526000002166,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
10,1,4,0.4664476999996623,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
11,1,4,0.5494852000001629,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
12,1,4,0.7337852999999086,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
13,1,4,0.7335806999999477,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
14,1,4,0.38454339999952936,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
15,1,4,0.5346770999994988,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
16,1,4,0.9173061000001326,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
17,1,4,1.1657753999998022,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
18,1,4,0.4335064000006241,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
19,1,4,0.6342703999998776,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
20,1,4,0.45028959999945073,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
21,1,4,0.835019299999658,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
22,1,4,0.39977149999958783,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
23,1,4,0.2693534999998519,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
0,1,5,0.6168158000000403,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
1,1,5,0.3984672999995382,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
2,1,5,0.36638889999994717,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
3,1,5,0.45001780000075087,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
4,1,5,0.533158999999614,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
5,1,5,0.4006023000001733,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
6,1,5,0.23479780000070605,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
7,1,5,0.33413430000018707,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
8,1,5,0.5993144000003667,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
9,1,5,0.5835883999998259,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
10,1,5,0.6682015000005777,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
11,1,5,0.5667163999996774,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
12,1,5,0.38310120000005554,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
13,1,5,0.30045289999998204,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
14,1,5,0.6491458000000421,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
15,1,5,0.3346745999997438,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
16,1,5,0.3173760999998194,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
17,1,5,0.6010397000000012,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
18,1,5,0.46678759999940667,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
19,1,5,0.6484033000006093,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
20,1,5,0.6345408999995925,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
21,1,5,0.5845653999995193,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
22,1,5,0.3669184000000314,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
23,1,5,0.3336411999998745,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
0,1,6,1.349391900000228,['n'],0,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
1,1,6,0.9168105999997351,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
2,1,6,0.5508007999997062,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
3,1,6,0.6991054999998596,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
4,1,6,1.2017667999998594,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
5,1,6,0.7010363999997935,['c'],1,left,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
6,1,6,0.43335949999982404,['c'],0,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
7,1,6,0.6176494000001185,['n'],1,right,none,-99,-99,0.5,-99,0,none,3,18,Woman,Right,
