withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,1.1332228000001123,['c'],0,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
1,1,1,1.4330344999998488,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
2,1,1,0.6998932999999852,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
3,1,1,0.5171502999996846,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
4,1,1,0.8186335000000327,['n'],0,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
5,1,1,0.6508957999999438,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
6,1,1,0.5837681000002704,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
7,1,1,0.6172858999998425,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
8,1,1,0.801202099999955,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
9,1,1,0.5007508000003327,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
10,1,1,0.8337200000000848,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
11,1,1,0.4324409000000742,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
12,1,1,0.5185233999995944,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
13,1,1,1.0323633999996673,['c'],0,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
14,1,1,0.9842176000001928,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
15,1,1,0.648938399999679,['n'],0,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
16,1,1,0.9664987999999539,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
17,1,1,0.6508972999999969,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
18,1,1,0.5507820000002539,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
19,1,1,0.566932000000179,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
20,1,1,0.5004530999999588,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
21,1,1,0.5826907000000574,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
22,1,1,0.7003740999998627,['n'],0,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
23,1,1,0.5336247000000185,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
0,1,2,1.1831136999999217,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
1,1,2,0.4837036999997508,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
2,1,2,0.4160589000002801,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
3,1,2,0.7000654999997096,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
4,1,2,0.5659971999998561,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
5,1,2,0.533226200000172,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
6,1,2,0.41739099999995233,['c'],1,left,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
7,1,2,0.5176876999998967,['c'],0,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
8,1,2,0.6500673000000461,['n'],1,right,none,-99,-99,0.5,-99,0,none,9,19,Woman,Right,
