"withinblocktrial","block","block_repetition","rt","resp","cor","cresp","conf_press","cj","rtconf","coherence","slow_trial","manipulation","sub","age","gender","handedness","X","batch","check1","check2","check3","check4"
15,12,1,0.651066100000207,"['n']",1,"right","['9']",5,0.318896900000254,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
16,12,1,0.616778100000374,"['n']",1,"right","['0']",6,0.400189099999807,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
17,12,1,1.6843716999997,"['c']",1,"left","['8']",4,0.301526999999624,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
18,12,1,0.931712399999924,"['n']",1,"right","['9']",5,0.352949900000112,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
19,12,1,1.80117710000013,"['c']",1,"left","['3']",3,0.416111400000318,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
20,12,1,0.918333600000096,"['n']",1,"right","['9']",5,0.316821200000049,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
21,12,1,0.951527499999884,"['c']",1,"left","['0']",6,0.300660000000335,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
22,12,1,1.54915230000006,"['c']",1,"left","['2']",2,0.735559199999898,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
23,12,1,1.50040609999996,"['n']",0,"left","['2']",2,0.367322999999942,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
24,12,1,0.831467299999986,"['n']",1,"right","['0']",6,0.584809599999971,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
25,12,1,1.23339480000004,"['n']",0,"left","['3']",3,0.717932500000188,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
26,12,1,1.41697580000027,"['c']",1,"left","['3']",3,0.567121800000223,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
27,12,1,1.18219480000016,"['n']",1,"right","['8']",4,0.552447800000209,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
28,12,1,0.999693000000207,"['n']",1,"right","['8']",4,0.384364100000312,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
29,12,1,0.950041099999908,"['n']",1,"right","['8']",4,0.751399999999649,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
30,12,1,0.833842500000173,"['n']",1,"right","['0']",6,0.201659100000143,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
31,12,1,1.08344630000011,"['c']",1,"left","['9']",5,0.267979400000058,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
32,12,1,0.867332799999986,"['c']",1,"left","['0']",6,0.133585399999902,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
33,12,1,0.767060399999991,"['n']",1,"right","['0']",6,0.184628299999986,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
34,12,1,0.69839920000004,"['n']",1,"right","['0']",6,0.20234819999996,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
35,12,1,1.13298529999975,"['c']",1,"left","['9']",5,0.251425900000413,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
36,12,1,0.983583899999758,"['c']",1,"left","['9']",5,0.166966700000103,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
37,12,1,1.05035539999972,"['c']",1,"left","['8']",4,0.184838799999852,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
38,12,1,0.900329399999919,"['c']",1,"left","['9']",5,0.268055500000173,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
39,12,1,0.81549589999986,"['c']",0,"right","['9']",5,0.201565299999857,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
40,12,1,0.951055500000166,"['c']",1,"left","['0']",6,0.332740999999714,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
41,12,1,0.519106599999759,"['n']",1,"right","['0']",6,0.218166300000121,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
42,12,1,0.600436900000204,"['n']",1,"right","['0']",6,0.233984899999996,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
43,12,1,0.648949900000389,"['n']",1,"right","['0']",6,0.319076299999779,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
44,12,1,0.599607999999989,"['n']",1,"right","['0']",6,0.218204700000115,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
45,12,1,0.800502099999903,"['n']",1,"right","['9']",5,0.234848899999633,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
46,12,1,0.733581199999662,"['n']",1,"right","['9']",5,0.21821110000019,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
47,12,1,0.633496599999944,"['n']",1,"right","['0']",6,0.235059999999976,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
48,12,1,0.634260199999972,"['c']",1,"left","['9']",5,0.318268900000021,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
49,12,1,0.551236599999811,"['n']",1,"right","['0']",6,0.268230399999993,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
50,12,1,0.55061969999997,"['c']",1,"left","['0']",6,0.21657039999991,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
51,12,1,0.966255700000147,"['n']",0,"left","['8']",4,0.468353200000365,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
52,12,1,0.633973900000001,"['n']",1,"right","['9']",5,0.24908379999988,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
53,12,1,0.551199900000029,"['c']",1,"left","['0']",6,0.235485900000185,0.4,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
54,12,1,1.08517290000009,"['c']",1,"left","['0']",6,0.249547500000062,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
55,12,1,1.35180249999985,"['n']",1,"right","['9']",5,0.183088700000098,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
56,12,1,0.767340099999728,"['c']",1,"left","['0']",6,0.202179499999602,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
57,12,1,0.868263899999874,"['n']",1,"right","['9']",5,0.268466700000317,0.2,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
58,12,1,1.00074019999965,"['n']",0,"left","['9']",5,0.418157000000065,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
59,12,1,1.16607629999999,"['n']",0,"left","['9']",5,0.335723300000154,0.1,0,"AccFast",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
0,13,1,1.38373019999972,"['c']",1,"left","['9']",5,0.683886499999971,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
1,13,1,0.933834699999807,"['c']",1,"left","['0']",6,0.418577999999798,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
2,13,1,0.866693800000121,"['c']",1,"left","['0']",6,0.518305699999928,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
3,13,1,1.46817759999976,"['n']",1,"right","['9']",5,0.85030020000022,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
4,13,1,1.30028999999968,"['n']",1,"right","['0']",6,0.418270600000142,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
5,13,1,1.79997160000039,"['n']",1,"right","['8']",4,0.485368200000266,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
6,13,1,1.08249350000006,"['c']",1,"left","['9']",5,0.585337600000003,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
7,13,1,1.78448810000009,"['c']",1,"left","['9']",5,0.549827300000288,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
8,13,1,1.70087680000006,"['c']",0,"right","['3']",3,0.583818699999938,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
9,13,1,1.01650700000027,"['c']",1,"left","['0']",6,0.418595699999969,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
10,13,1,1.16619820000005,"['c']",1,"left","['0']",6,0.618477999999868,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
11,13,1,1.58430230000022,"['c']",1,"left","['8']",4,0.484664900000098,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
12,13,1,1.28247880000026,"['c']",1,"left","['9']",5,1.00078219999978,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
13,13,1,1.81717209999988,"['c']",0,"right","['8']",4,0.801496499999757,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
14,13,1,1.81498529999999,"['c']",0,"right","['9']",5,1.08400159999974,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
15,13,1,1.20186390000026,"['c']",1,"left","['0']",6,0.950316999999814,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
16,13,1,1.81786779999993,"['c']",0,"right","['3']",3,1.30064869999978,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
17,13,1,1.36722800000007,"['n']",0,"left","['8']",4,0.651682199999868,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
18,13,1,2.10034919999998,"['n']",0,"left","['8']",4,1.36800829999993,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
19,13,1,2.06717199999957,"['c']",1,"left","['9']",5,0.70278210000015,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
20,13,1,1.30101229999991,"['c']",1,"left","['9']",5,1.06797669999969,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
21,13,1,2.58410669999967,"['n']",0,"left","['3']",3,0.900854399999844,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
22,13,1,0.934437100000196,"['c']",1,"left","['0']",6,0.434580500000266,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
23,13,1,1.11769999999979,"['n']",1,"right","['9']",5,0.750111500000003,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
24,13,1,1.16682189999983,"['c']",1,"left","['0']",6,0.435916200000065,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
25,13,1,1.51652890000014,"['c']",1,"left","['9']",5,0.734703199999785,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
26,13,1,1.84919990000026,"['n']",1,"right","['9']",5,0.718329699999686,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
27,13,1,1.09929809999994,"['n']",1,"right","['9']",5,0.63557770000034,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
28,13,1,1.16814150000027,"['n']",1,"right","['0']",6,0.683907999999974,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
29,13,1,1.35049729999992,"['n']",1,"right","['9']",5,0.666523100000177,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
30,13,1,1.01774830000022,"['n']",1,"right","['0']",6,0.651563299999907,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
31,13,1,2.10084609999967,"['n']",1,"right","['8']",4,1.11809480000011,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
32,13,1,1.65039549999983,"['n']",1,"right","['9']",5,0.635961899999984,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
33,13,1,0.800249499999609,"['n']",1,"right","['0']",6,0.435929600000236,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
34,13,1,1.78307300000006,"['c']",1,"left","['8']",4,0.81909160000032,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
35,13,1,0.817352999999912,"['n']",1,"right","['0']",6,0.367798200000379,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
36,13,1,1.41778960000011,"['n']",1,"right","['9']",5,0.869022100000166,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
37,13,1,0.734311600000183,"['n']",1,"right","['0']",6,0.418048100000306,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
38,13,1,1.08368539999992,"['n']",1,"right","['0']",6,0.400070600000163,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
39,13,1,1.06671649999998,"['c']",1,"left","['0']",6,0.351567900000191,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
40,13,1,0.86774000000014,"['c']",1,"left","['9']",5,0.468262000000323,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
41,13,1,1.25049029999991,"['c']",1,"left","['0']",6,0.417876100000285,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
42,13,1,1.13380389999975,"['n']",0,"left","['8']",4,0.56726290000006,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
43,13,1,1.53456410000035,"['c']",1,"left","['3']",3,0.717976300000373,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
44,13,1,2.06698609999967,"['n']",1,"right","['2']",2,0.767829399999755,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
45,13,1,1.21764789999997,"['n']",1,"right","['9']",5,0.900030799999968,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
46,13,1,2.08234810000022,"['c']",0,"right","['2']",2,1.31662589999996,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
47,13,1,1.05098429999998,"['n']",1,"right","['9']",5,0.633668400000261,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
48,13,1,1.33433480000031,"['c']",1,"left","['8']",4,0.634361700000227,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
49,13,1,0.834515200000169,"['n']",1,"right","['0']",6,0.35080569999991,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
50,13,1,1.13451869999972,"['c']",1,"left","['9']",5,0.452374800000143,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
51,13,1,1.01524580000023,"['c']",1,"left","['9']",5,0.535529900000256,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
52,13,1,1.14959550000003,"['n']",1,"right","['8']",4,0.435013199999958,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
53,13,1,1.10047000000031,"['n']",1,"right","['9']",5,0.551410200000191,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
54,13,1,1.14996119999978,"['c']",0,"right","['8']",4,0.601014299999861,0.1,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
55,13,1,0.900495599999886,"['c']",1,"left","['9']",5,0.434678399999939,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
56,13,1,0.783016300000327,"['c']",1,"left","['9']",5,0.767995100000007,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
57,13,1,1.1172517,"['n']",1,"right","['0']",6,0.501352699999643,0.4,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
58,13,1,1.28381880000006,"['n']",1,"right","['0']",6,0.53466520000029,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
59,13,1,1.51666660000001,"['c']",1,"left","['8']",4,0.51700239999991,0.2,0,"AccAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
0,14,1,0.517772900000182,"['n']",1,"right","['0']",6,0.835036899999977,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
1,14,1,0.483946100000139,"['c']",1,"left","['0']",6,0.900568100000328,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
2,14,1,0.432391900000312,"['n']",1,"right","['0']",6,0.785224000000198,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
3,14,1,0.8013933000002,"['n']",0,"left","['8']",4,1.11672820000013,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
4,14,1,0.601383899999746,"['n']",1,"right","['0']",6,0.483346699999856,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
5,14,1,0.566176199999973,"['n']",1,"right","['0']",6,0.400755599999684,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
6,14,1,0.64998340000011,"['n']",1,"right","['9']",5,0.868595899999946,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
7,14,1,0.63192779999963,"['c']",1,"left","['0']",6,0.668684500000381,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
8,14,1,0.817158299999846,"['n']",1,"right","['0']",6,0.684271900000113,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
9,14,1,0.884287400000176,"['c']",0,"right","['2']",2,1.0343769000001,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
10,14,1,0.833805100000063,"['c']",1,"left","['8']",4,1.0346798999999,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
11,14,1,0.583727700000054,"['c']",1,"left","['8']",4,1.36660350000011,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
12,14,1,0.750714499999958,"['c']",1,"left","['0']",6,0.733374999999796,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
13,14,1,1.03377150000006,"['c']",1,"left","['0']",6,1.36729770000011,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
14,14,1,0.500439299999925,"['c']",1,"left","['9']",5,0.983702200000153,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
15,14,1,0.515028900000289,"['n']",1,"right","['0']",6,0.567646400000285,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
16,14,1,0.751212399999986,"['c']",1,"left","['9']",5,0.71838820000039,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
17,14,1,0.950061999999889,"['n']",1,"right","['9']",5,0.784671200000048,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
18,14,1,0.949436700000206,"['n']",1,"right","['8']",4,0.984732500000064,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
19,14,1,0.567468199999894,"['n']",1,"right","['0']",6,0.533573199999864,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
20,14,1,0.766490799999701,"['n']",1,"right","['8']",4,0.835426200000256,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
21,14,1,0.750560200000109,"['n']",1,"right","['8']",4,1.31817330000013,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
22,14,1,0.633446599999843,"['n']",1,"right","['0']",6,0.467959999999948,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
23,14,1,0.667334599999776,"['n']",1,"right","['8']",4,1.33335680000027,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
24,14,1,0.784949100000176,"['c']",1,"left","['0']",6,0.549788900000294,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
25,14,1,0.666894099999809,"['n']",1,"right","['9']",5,0.885847600000034,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
26,14,1,0.850316900000053,"['n']",1,"right","['9']",5,1.65123989999984,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
27,14,1,1.38191700000016,"['n']",0,"left","['3']",3,1.11871119999978,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
28,14,1,0.883531399999811,"['c']",1,"left","['8']",4,1.18464679999988,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
29,14,1,1.34990530000005,"['c']",1,"left","['8']",4,1.28500479999957,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
30,14,1,0.633935300000303,"['n']",1,"right","['0']",6,0.718108000000029,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
31,14,1,0.717022700000143,"['c']",1,"left","['0']",6,0.651328899999953,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
32,14,1,0.866426000000047,"['n']",0,"left","['3']",3,1.15022409999983,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
33,14,1,0.617670200000248,"['c']",1,"left","['9']",5,0.83469980000018,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
34,14,1,1.13343070000019,"['n']",1,"right","['8']",4,1.13461989999996,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
35,14,1,0.667511599999671,"['c']",1,"left","['0']",6,0.717686800000138,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
36,14,1,0.750469800000246,"['c']",1,"left","['3']",3,1.06790219999993,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
37,14,1,0.633844599999975,"['c']",1,"left","['9']",5,0.984779899999921,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
38,14,1,0.916136800000004,"['n']",0,"left","['2']",2,1.70114299999977,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
39,14,1,0.749735599999894,"['c']",0,"right","['2']",2,1.4841392000003,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
40,14,1,0.901381199999832,"['n']",0,"left","['3']",3,1.38342019999982,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
41,14,1,0.966120800000226,"['c']",1,"left","['9']",5,0.484322100000099,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
42,14,1,0.517987300000186,"['n']",1,"right","['0']",6,0.618140200000198,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
43,14,1,0.617139800000132,"['n']",1,"right","['0']",6,0.418106200000238,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
44,14,1,0.533939500000088,"['n']",1,"right","['0']",6,0.417655100000047,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
45,14,1,0.783245000000079,"['c']",1,"left","['8']",4,0.767780700000003,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
46,14,1,0.517223199999989,"['c']",1,"left","['9']",5,0.666867100000218,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
47,14,1,0.783058099999835,"['c']",1,"left","['8']",4,0.917335699999967,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
48,14,1,0.583132899999782,"['n']",1,"right","['0']",6,0.435826100000213,0.4,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
49,14,1,0.817414100000406,"['c']",0,"right","['8']",4,0.967994900000122,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
50,14,1,1.00044729999991,"['c']",1,"left","['3']",3,1.21688839999979,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
51,14,1,0.783951599999909,"['n']",1,"right","['8']",4,1.00013819999958,0.1,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
52,14,1,0.699088300000312,"['n']",1,"right","['8']",4,1.11757450000005,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
53,14,1,1.14953419999983,"['n']",0,"left","['3']",3,0.900766799999928,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
54,14,1,0.833793899999819,"['c']",1,"left","['8']",4,1.10044060000018,0.2,0,"FastAcc",35,24,"Man","Right",NA,13,TRUE,TRUE,TRUE,TRUE
