"withinblocktrial","block","block_repetition","rt","resp","cor","cresp","conf_press","cj","rtconf","coherence","slow_trial","manipulation","sub","age","gender","handedness","X","batch","check1","check2","check3","check4"
59,14,1,4.03269970000019,"['c']",1,"left","['3']",4,0.135515300000407,0.1,0,"AccFast",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
0,15,1,3.00015060000078,"['c']",1,"left","['3']",4,0.916980099999819,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
1,15,1,2.01618780000081,"['c']",0,"right","['3']",4,0.400297400000454,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
2,15,1,2.96600240000043,"['c']",1,"left","['2']",5,0.2681448000003,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
3,15,1,1.70080570000027,"['c']",0,"right","['8']",3,0.584672500000124,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
4,15,1,3.34900870000001,"['c']",1,"left","['3']",4,1.66865959999996,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
5,15,1,2.33416579999994,"['c']",0,"right","['8']",3,0.633069500000602,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
6,15,1,2.41792910000004,"['c']",1,"left","['3']",4,1.1179130999999,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
7,15,1,1.85050730000057,"['c']",1,"left","['9']",2,0.684798799999953,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
8,15,1,2.53452500000003,"['c']",0,"right","['9']",2,0.468431499999497,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
9,15,1,3.08337290000054,"['n']",0,"left","['8']",3,0.400644700000157,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
10,15,1,3.81791739999971,"['n']",1,"right","['8']",3,1.15191659999982,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
11,15,1,4.78179249999994,"['c']",1,"left","['2']",5,0.801075600000331,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
12,15,1,2.9334116,"['n']",1,"right","['8']",3,0.566632400000344,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
13,15,1,2.08459549999952,"['c']",0,"right","['3']",4,0.684737500000665,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
14,15,1,3.29939310000009,"['c']",1,"left","['2']",5,0.534832299999835,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
15,15,1,1.60171170000012,"['c']",1,"left","['8']",3,0.584106299999803,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
16,15,1,1.78257030000077,"['c']",0,"right","['9']",2,0.635637400000633,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
17,15,1,2.86617870000009,"['c']",1,"left","['9']",2,1.08469679999962,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
18,15,1,1.71532630000002,"['c']",1,"left","['3']",4,0.901384499999949,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
19,15,1,2.4511408999997,"['c']",1,"left","['3']",4,1.36798960000033,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
20,15,1,1.98317589999988,"['n']",1,"right","['3']",4,1.21755489999941,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
21,15,1,0.984707300000082,"['c']",0,"right","['9']",2,1.13465019999967,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
22,15,1,1.76695629999995,"['c']",0,"right","['8']",3,1.11778589999994,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
23,15,1,1.36646019999989,"['c']",1,"left","['3']",4,0.435599100000218,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
24,15,1,1.41683550000016,"['n']",1,"right","['8']",3,0.301441100000375,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
25,15,1,1.50043189999997,"['c']",1,"left","['8']",3,1.23437879999983,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
26,15,1,1.73338499999954,"['c']",0,"right","['9']",2,0.366544800000156,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
27,15,1,3.36773919999996,"['c']",1,"left","['3']",4,0.201602099999945,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
28,15,1,2.05012369999986,"['c']",1,"left","['3']",4,0.567988700000569,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
29,15,1,1.00112300000001,"['n']",1,"right","['1']",6,0.667871500000729,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
31,15,1,1.19983449999927,"['n']",1,"right","['2']",5,0.56890519999979,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
32,15,1,1.01648300000033,"['n']",1,"right","['1']",6,0.684757300000456,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
33,15,1,1.13374279999971,"['c']",1,"left","['1']",6,0.58343590000004,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
34,15,1,3.00170320000052,"['n']",1,"right","['3']",4,1.1510946999997,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
35,15,1,0.799690199999532,"['n']",1,"right","['2']",5,1.10154779999993,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
36,15,1,1.58411879999949,"['n']",1,"right","['3']",4,0.833939800000735,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
37,15,1,1.21687960000054,"['c']",1,"left","['2']",5,0.933453800000279,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
38,15,1,0.983036200000242,"['n']",0,"left","['3']",4,0.849891599999864,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
39,15,1,0.816085999999814,"['c']",1,"left","['2']",5,0.751493900000241,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
40,15,1,1.01752370000031,"['n']",0,"left","['2']",5,0.767981599999985,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
41,15,1,1.84821120000015,"['c']",1,"left","['2']",5,0.669795200000408,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
42,15,1,2.43420809999952,"['c']",1,"left","['3']",4,0.599371600000268,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
43,15,1,1.10123420000036,"['n']",1,"right","['3']",4,0.617982399999164,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
44,15,1,1.30083009999998,"['c']",1,"left","['8']",3,0.701489199999742,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
45,15,1,0.93277820000003,"['n']",1,"right","['3']",4,0.400263300000006,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
46,15,1,1.5166964,"['n']",0,"left","['3']",4,0.217149199999767,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
47,15,1,1.10106769999948,"['c']",1,"left","['1']",6,0.350029600000198,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
48,15,1,0.799361900000804,"['n']",1,"right","['2']",5,0.750920100000258,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
49,15,1,1.76785049999944,"['n']",1,"right","['3']",4,0.617863999999827,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
50,15,1,0.833594299999277,"['n']",1,"right","['2']",5,0.685010700000021,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
51,15,1,0.900696499999867,"['c']",1,"left","['2']",5,1.1836159000004,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
52,15,1,1.66606520000005,"['n']",1,"right","['3']",4,0.433742300000631,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
53,15,1,1.66742010000053,"['n']",1,"right","['3']",4,0.56851000000006,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
54,15,1,0.866669000000002,"['n']",1,"right","['3']",4,0.968324399999801,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
55,15,1,1.48397819999991,"['c']",1,"left","['1']",6,0.617371800000001,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
56,15,1,1.93403080000007,"['c']",1,"left","['2']",5,0.950352400000156,0.2,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
57,15,1,0.832122499999969,"['n']",1,"right","['2']",5,2.23518179999974,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
58,15,1,0.900371300000188,"['n']",1,"right","['2']",5,0.533483900000647,0.1,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
59,15,1,0.799898599999324,"['c']",1,"left","['2']",5,0.452216599999701,0.4,0,"AccAcc",12,18,"Woman","Right",NA,4,TRUE,TRUE,TRUE,TRUE
0,4,1,1.28466079999998,"['n']",0,"left","['3']",3,1.36814059999961,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
1,4,1,1.06740940000054,"['n']",1,"right","['9']",5,0.801180899999963,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
2,4,1,0.983859699999812,"['n']",1,"right","['0']",6,1.36813940000138,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
3,4,1,1.69972670000061,"['n']",1,"right","['9']",5,1.31803059999947,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
4,4,1,1.80029420000028,"['n']",1,"right","['8']",4,1.38514059999943,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
5,4,1,1.53357929999947,"['c']",1,"left","['8']",4,1.66730989999996,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
6,4,1,1.6002740999993,"['c']",1,"left","['9']",5,1.4999072999999,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
7,4,1,2.54962650000016,"['c']",1,"left","['3']",3,0.967069899999842,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
8,4,1,0.917317400000684,"['n']",1,"right","['8']",4,2.30126389999896,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
9,4,1,0.733373900000515,"['c']",0,"right","['3']",3,1.4854505000003,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
10,4,1,1.49970290000056,"['n']",1,"right","['2']",2,0.733932099999947,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
11,4,1,0.800589200000104,"['n']",1,"right","['9']",5,1.23464710000007,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
12,4,1,1.81565459999911,"['n']",0,"left","['9']",5,1.16885290000027,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
13,4,1,2.13258590000078,"['n']",1,"right","['8']",4,1.81797790000019,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
14,4,1,1.80082650000077,"['n']",1,"right","['9']",5,1.00150759999997,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
15,4,1,0.800483799999711,"['c']",1,"left","['1']",1,1.08436200000142,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
16,4,1,2.49971740000001,"['n']",0,"left","['2']",2,1.50148790000094,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
17,4,1,2.3839896999998,"['n']",0,"left","['8']",4,1.40145880000091,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
18,4,1,1.63310580000143,"['n']",1,"right","['2']",2,2.45155720000002,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
19,4,1,0.815611899999567,"['n']",1,"right","['0']",6,0.75203540000075,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
20,4,1,1.96629399999983,"['c']",1,"left","['3']",3,1.95121749999998,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
21,4,1,0.784119199999623,"['n']",1,"right","['0']",6,2.10152190000008,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
22,4,1,0.482004499999675,"['c']",1,"left","['0']",6,1.23409080000056,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
23,4,1,0.551679000000149,"['n']",1,"right","['9']",5,0.901335400001699,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
24,4,1,0.950458799999979,"['n']",1,"right","['9']",5,1.03489269999955,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
25,4,1,0.449784700000237,"['n']",1,"right","['9']",5,0.718280100001721,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
26,4,1,0.767684200000076,"['c']",1,"left","['9']",5,1.28459600000133,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
27,4,1,0.600558900001488,"['n']",1,"right","['0']",6,0.832620600000155,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
28,4,1,0.716793499999767,"['n']",1,"right","['0']",6,0.502119300001141,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
29,4,1,0.385555999999269,"['n']",1,"right","['1']",1,1.38462799999979,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
30,4,1,1.20067290000043,"['c']",1,"left","['0']",6,1.38485460000084,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
31,4,1,1.50051099999837,"['c']",1,"left","['9']",5,1.41812779999964,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
32,4,1,1.74879119999969,"['c']",0,"right","['2']",2,1.50255759999891,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
33,4,1,0.666867100000673,"['c']",1,"left","['0']",6,0.868386600001031,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
34,4,1,1.06698069999948,"['n']",0,"left","['1']",1,1.40160529999957,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
35,4,1,1.46647259999918,"['n']",1,"right","['8']",4,1.21807670000089,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
36,4,1,2.38411650000126,"['c']",1,"left","['3']",3,1.40119909999885,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
37,4,1,0.933785400000488,"['n']",1,"right","['9']",5,2.03458640000099,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
38,4,1,1.51723539999875,"['n']",1,"right","['3']",3,1.16825830000016,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
39,4,1,2.56700400000045,"['n']",0,"left","['2']",2,1.43429710000055,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
40,4,1,0.866319200000362,"['n']",0,"left","['3']",3,2.45109799999955,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
41,4,1,0.933725800001412,"['c']",1,"left","['8']",4,1.78464290000011,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
42,4,1,0.750197900000785,"['c']",1,"left","['8']",4,1.80120239999997,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
43,4,1,0.683515200000329,"['n']",0,"left","['9']",5,0.719056399999317,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
44,4,1,1.10066809999989,"['n']",0,"left","['2']",2,1.51808420000089,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
45,4,1,1.26487390000148,"['n']",0,"left","['3']",3,2.16920030000074,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
46,4,1,0.917171300001428,"['n']",0,"left","['2']",2,1.98450720000073,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
47,4,1,1.01700880000135,"['n']",0,"left","['8']",4,2.2177329999995,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
48,4,1,0.783565899999303,"['n']",1,"right","['9']",5,0.651903900001344,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
49,4,1,0.550998499998968,"['n']",1,"right","['0']",6,1.11828229999992,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
50,4,1,0.649544199999582,"['n']",1,"right","['0']",6,0.901437599999554,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
51,4,1,1.6504230999999,"['n']",1,"right","['3']",3,2.31786929999907,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
52,4,1,0.484123300000647,"['n']",1,"right","['9']",5,0.868493699999817,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
53,4,1,3.16554610000094,"['c']",1,"left","['2']",2,2.33634340000026,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
54,4,1,0.599131700000726,"['n']",1,"right","['2']",2,3.13458230000106,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
55,4,1,1.16755709999961,"['n']",1,"right","['9']",5,1.11823350000122,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
56,4,1,4.2164771000007,"['n']",0,"left","['1']",1,1.66790939999919,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
57,4,1,2.1338538,"['c']",1,"left","['2']",2,1.61600089999956,0.1,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
58,4,1,2.31826890000048,"['n']",0,"left","['3']",3,1.93435769999996,0.4,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
59,4,1,3.73310330000095,"['c']",1,"left","['3']",3,1.16803530000107,0.2,0,"FastAcc",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
0,5,1,0.70056889999978,"['n']",1,"right","['8']",4,1.73486820000107,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
1,5,1,1.01705420000144,"['c']",1,"left","['3']",3,1.10208839999905,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
2,5,1,1.39918989999933,"['c']",0,"right","['2']",2,0.918580200001088,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
3,5,1,1.16601590000027,"['n']",0,"left","['2']",2,1.08516380000037,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
4,5,1,1.10032169999977,"['n']",1,"right","['3']",3,0.901219400000628,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
5,5,1,1.68424210000012,"['c']",1,"left","['3']",3,1.28480889999992,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
6,5,1,1.26695319999999,"['n']",0,"left","['3']",3,0.466964699999153,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
7,5,1,0.88259829999879,"['n']",1,"right","['8']",4,1.13469210000039,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
8,5,1,1.7160903999993,"['n']",1,"right","['9']",5,0.517910000000484,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
9,5,1,0.900290499999755,"['n']",0,"left","['2']",2,1.85091860000102,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
10,5,1,0.750060300000769,"['n']",1,"right","['2']",2,1.01807879999978,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
11,5,1,2.09985910000069,"['n']",0,"left","['2']",2,1.4180336999998,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
12,5,1,1.35057500000039,"['c']",1,"left","['3']",3,0.851177599999573,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
13,5,1,1.16646199999923,"['n']",1,"right","['8']",4,1.20125419999931,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
14,5,1,1.63360350000039,"['c']",1,"left","['1']",1,1.21738770000047,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
15,5,1,1.00061470000037,"['n']",0,"left","['8']",4,1.06754060000094,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
16,5,1,1.03451800000039,"['n']",1,"right","['3']",3,2.24976670000069,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
17,5,1,1.65013550000003,"['n']",1,"right","['9']",5,0.968107800001235,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
18,5,1,1.00128050000058,"['c']",1,"left","['2']",2,0.684467799999766,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
19,5,1,1.44964470000014,"['c']",1,"left","['3']",3,2.65102789999946,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
20,5,1,0.950334199998906,"['n']",1,"right","['9']",5,0.818094000000201,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
21,5,1,0.965848799998639,"['c']",0,"right","['2']",2,1.38346490000004,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
22,5,1,1.43384220000007,"['c']",1,"left","['8']",4,1.56831039999997,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
23,5,1,0.75039569999899,"['n']",0,"left","['8']",4,1.3845223999997,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
24,5,1,0.850619899998492,"['c']",1,"left","['1']",1,1.43457789999957,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
25,5,1,0.800529299998743,"['n']",1,"right","['8']",4,1.45135160000063,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
26,5,1,0.750892600000952,"['c']",1,"left","['9']",5,1.0174046000011,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
27,5,1,0.850536500000089,"['n']",1,"right","['9']",5,1.00141620000068,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
28,5,1,0.866683100000955,"['c']",0,"right","['8']",4,2.00147010000001,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
29,5,1,1.86599410000053,"['n', 'c']",1,"right","['2']",2,1.85136539999985,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
30,5,1,0.698308400000315,"['c']",0,"right","['2']",2,1.23416999999972,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
31,5,1,0.651917999999569,"['n']",0,"left","['3']",3,1.80038590000004,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
32,5,1,0.816553700000441,"['n']",1,"right","['9']",5,0.885015599998951,0.1,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
33,5,1,1.45134479999979,"['n']",0,"left","['9']",5,1.51635050000004,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
34,5,1,1.0504652999989,"['n']",0,"left","['8']",4,1.51788520000082,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
35,5,1,1.88334469999972,"['n']",0,"left","['2']",2,1.66747770000075,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
36,5,1,1.0336212000002,"['c']",1,"left","['1']",1,1.38459289999992,0.2,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
37,5,1,0.800248399998964,"['c']",1,"left","['1']",1,1.2014309999995,0.4,0,"FastFast",13,19,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
