withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,2.4008024999984627,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
1,1,1,2.6490025999992213,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
2,1,1,1.383868299999449,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
3,1,1,3.117065399999774,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
4,1,1,1.3188637000002927,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
5,1,1,0.8342204999989917,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
6,1,1,0.6682180000007065,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
7,1,1,0.9843338999999105,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
8,1,1,2.582504699999845,['n'],0,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
9,1,1,1.400258000001486,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
10,1,1,0.7176199000004999,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
11,1,1,3.550920899999255,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
12,1,1,1.5009898000007524,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
13,1,1,1.95023190000029,['n'],0,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
14,1,1,0.7658235999988392,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
15,1,1,0.8671981999996206,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
16,1,1,1.8674409000013839,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
17,1,1,3.2989338000006683,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
18,1,1,1.2176223000005848,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
19,1,1,1.3002078000008623,['n'],0,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
20,1,1,0.6663250000001426,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
21,1,1,0.35071509999943373,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
22,1,1,0.35143629999947734,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
23,1,1,0.601400300000023,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
0,1,2,0.9179385000006732,['n'],0,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
1,1,2,1.1834875999993528,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
2,1,2,2.950454900001205,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
3,1,2,0.7999118999996426,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
4,1,2,0.39996229999997013,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
5,1,2,0.616456300000209,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
6,1,2,0.6336632999991707,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
7,1,2,0.8844779000010021,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
8,1,2,1.6170770000007906,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
9,1,2,1.5001921999992192,['c'],0,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
10,1,2,1.4176494999992428,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
11,1,2,1.500057100000049,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
12,1,2,1.316570299999512,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
13,1,2,3.216707999999926,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
14,1,2,1.4839959999990242,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
15,1,2,1.13380639999923,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
16,1,2,1.0006386999993993,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
17,1,2,0.9163091000009445,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
18,1,2,3.5824541000001773,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
19,1,2,1.0330505000001722,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
20,1,2,0.9677284000008513,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
21,1,2,1.0674496999999974,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
22,1,2,3.2346787999995286,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
23,1,2,0.7845202999997127,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
0,1,3,0.9838039000005665,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
1,1,3,0.9668301999990945,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
2,1,3,0.8335855000004813,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
3,1,3,1.150525099999868,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
4,1,3,0.933026400000017,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
5,1,3,1.0828187000006437,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
6,1,3,0.7843372999996063,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
7,1,3,0.7157152999989194,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
8,1,3,0.6673857999994652,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
9,1,3,1.1509072999997443,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
10,1,3,0.5677032000003237,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
11,1,3,0.8173951999997371,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
12,1,3,0.6165220000002591,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
13,1,3,0.6673611999995046,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
14,1,3,0.8505284000002575,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
15,1,3,0.6349851000013587,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
16,1,3,0.7174460999995063,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
17,1,3,0.5335648000000219,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
18,1,3,0.5508156999985658,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
19,1,3,1.0343763999990188,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
20,1,3,0.9832178000015119,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
21,1,3,0.9172178000007989,['n'],1,right,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
22,1,3,0.751345599999695,['c'],1,left,none,-99,-99,0.5,-99,0,none,22,18,Woman,Right,
