withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,2.134216300000844,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
1,1,1,2.1164287999999942,['c'],1,left,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
2,1,1,0.9496686000002228,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
3,1,1,1.2509458000004088,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
4,1,1,1.434329899999284,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
5,1,1,0.9671362999997655,['c'],1,left,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
6,1,1,0.7845352000003913,['c'],1,left,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
7,1,1,0.8817723000011028,['c'],1,left,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
8,1,1,1.3834406000005401,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
9,1,1,0.8156404999990627,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
10,1,1,0.9354769000001397,['c'],1,left,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
11,1,1,1.150302100000772,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
12,1,1,0.8673777000003611,['c'],1,left,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
13,1,1,0.7999847999999474,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
14,1,1,0.9158205000003363,['c'],1,left,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
15,1,1,3.8665352999996685,['c'],1,left,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
16,1,1,1.4996995000001334,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
17,1,1,1.7677936000000045,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
18,1,1,0.7670871999998781,['n'],1,right,none,-99,-99,0.5,-99,0,none,19,17,Woman,Right,
