withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,3.4170109999995475,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
1,1,1,2.0336310000002413,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
2,1,1,1.9332368000004863,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
3,1,1,1.8839515999998184,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
4,1,1,1.56646389999878,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
5,1,1,1.0325539000004937,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
6,1,1,1.1001565999995364,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
7,1,1,1.7332662000007986,['n'],0,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
8,1,1,1.0658277000002272,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
9,1,1,0.8845977000000858,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
10,1,1,2.3332869999994728,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
11,1,1,1.184285600000294,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
12,1,1,2.6493322999995144,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
13,1,1,2.1170638000003237,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
14,1,1,1.500350399999661,['n'],0,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
15,1,1,1.6172511000004306,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
16,1,1,1.6666710999998031,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
17,1,1,1.2839289000003191,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
18,1,1,2.817177900000388,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
19,1,1,0.6838416000009602,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
20,1,1,0.6149898000003304,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
21,1,1,2.3180361000013363,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
22,1,1,2.834310500000356,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
23,1,1,1.4991327999996429,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
0,1,2,1.0173236999999062,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
1,1,2,2.050629100000151,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
2,1,2,0.7512905000003229,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
3,1,2,0.6669941000000108,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
4,1,2,0.7848249999988184,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
5,1,2,1.1676931000001787,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
6,1,2,0.8332330000012007,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
7,1,2,0.6330703000003268,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
8,1,2,0.5664299000000028,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
9,1,2,0.4503432999990764,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
10,1,2,1.0177982000004704,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
11,1,2,0.6671389000002819,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
12,1,2,0.5986709000007977,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
13,1,2,0.8659131000003981,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
14,1,2,0.9340378000015335,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
15,1,2,0.5178185000004305,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
16,1,2,0.6838975999999093,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
17,1,2,0.6011347999992722,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
18,1,2,0.8507478999999876,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
19,1,2,0.6010098999995535,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
20,1,2,2.183406500000274,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
21,1,2,0.5338809000004403,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
22,1,2,1.4002388000008068,['n'],0,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
23,1,2,1.6010029999997641,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
0,1,3,0.6346320000011474,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
1,1,3,0.6167731000005006,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
2,1,3,0.8503885000009177,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
3,1,3,0.5171439000005194,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
4,1,3,0.6172210999993695,['n'],0,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
5,1,3,0.5338535999999294,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
6,1,3,0.7171596999996837,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
7,1,3,0.6677319999998872,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
8,1,3,0.566560400000526,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
9,1,3,1.6503415999995923,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
10,1,3,1.5835765000010724,['n'],1,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
11,1,3,1.3179389999986597,['c'],0,right,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
12,1,3,0.9844235000000481,['c'],1,left,none,-99,-99,0.5,-99,0,none,23,17,Woman,Right,
