withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,1.8179294000001391,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
1,1,1,0.9166409999997995,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
2,1,1,1.3492878999986715,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
3,1,1,3.5168039000000135,['c'],1,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
4,1,1,1.683439600001293,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
5,1,1,3.1830356000009488,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
6,1,1,3.3504389000008814,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
7,1,1,4.150014999999257,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
8,1,1,2.416617300001235,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
9,1,1,1.4509729000001244,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
10,1,1,0.816716200000883,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
11,1,1,3.634372099999382,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
12,1,1,2.9506568999986484,['c'],1,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
13,1,1,2.582785500000682,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
14,1,1,5.0164502000006905,x,-99,left,none,-99,-99,0.5,-99,1,none,17,18,Woman,Right,
15,1,1,1.1837180999991688,['c'],1,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
16,1,1,0.4003112999998848,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
17,1,1,0.8336474999996426,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
18,1,1,1.8664334999994026,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
19,1,1,1.5176887000015995,['c'],1,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
20,1,1,1.050587000001542,['c'],1,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
21,1,1,0.7014911999995093,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
22,1,1,1.3012357999996311,['c'],1,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
23,1,1,0.9676671999986866,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
0,1,2,1.1833478000007744,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
1,1,2,1.2010190000000875,['c'],1,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
2,1,2,2.7167072000011103,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
3,1,2,1.000637999999526,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
4,1,2,0.7014397000002646,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
5,1,2,0.4507761999993818,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
6,1,2,0.45038779999958933,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
7,1,2,0.9677357000000484,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
8,1,2,0.8345458999992843,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
9,1,2,1.150954400000046,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
10,1,2,0.9509925999991538,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
11,1,2,0.6662957000007736,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
12,1,2,0.5007392999996227,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
13,1,2,1.2346104000007472,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
14,1,2,1.3831589999990683,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
15,1,2,1.332994399999734,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
16,1,2,1.883727700000236,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
17,1,2,0.7671386000001803,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
18,1,2,0.6162762000003568,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
19,1,2,1.0662838999996893,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
20,1,2,0.5174982999997155,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
21,1,2,1.1843267000003834,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
22,1,2,0.9005111000005854,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
23,1,2,0.5498692000001029,['c'],1,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
0,1,3,0.6513517000003048,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
1,1,3,1.0336667000010493,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
2,1,3,0.751171300000351,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
3,1,3,0.7500292000004265,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
4,1,3,1.3668842000006407,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
5,1,3,1.133077599999524,['n'],0,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
6,1,3,1.1161682999991172,['c'],1,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
7,1,3,1.165951099999802,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
8,1,3,0.46768490000067686,['c'],1,left,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
9,1,3,0.8001789999998437,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
10,1,3,1.1004450999989785,['c'],0,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
11,1,3,0.6669597000000067,['n'],1,right,none,-99,-99,0.5,-99,0,none,17,18,Woman,Right,
