withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,4.116322600000785,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
1,1,1,1.0159760000005917,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
2,1,1,0.8166617000006227,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
3,1,1,1.6839049999998679,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
4,1,1,0.9674272000011115,['n'],0,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
5,1,1,1.6338783000010153,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
6,1,1,1.1487072999989323,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
7,1,1,0.8499603999989631,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
8,1,1,0.9326223999996728,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
9,1,1,0.8504216999990604,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
10,1,1,0.8846097000005102,['c'],0,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
11,1,1,2.1825139000011404,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
12,1,1,0.9501583999990544,['c'],0,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
13,1,1,1.4663890000010724,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
14,1,1,1.2997788000011496,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
15,1,1,0.9495093999994424,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
16,1,1,2.5666740000015125,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
17,1,1,1.3007422000009683,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
18,1,1,0.8667752000001201,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
19,1,1,0.750336299999617,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
20,1,1,0.7507872999995016,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
21,1,1,0.9169187000006787,['n'],0,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
22,1,1,0.8158171000013681,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
23,1,1,0.5835107999992033,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
0,1,2,1.1845721999998204,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
1,1,2,0.716820399999051,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
2,1,2,0.8009567000008246,['n'],0,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
3,1,2,0.9502948999997898,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
4,1,2,0.5496213999995234,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
5,1,2,0.585571899999195,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
6,1,2,0.5677651000005426,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
7,1,2,0.8007618999999977,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
8,1,2,0.4681948999987071,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
9,1,2,0.5334449000001769,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
10,1,2,0.6328112999999576,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
11,1,2,0.7178462000010768,['n'],0,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
12,1,2,1.916397800001505,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
13,1,2,0.9655935999999201,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
14,1,2,0.5512987000001885,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
15,1,2,0.5988267000011547,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
16,1,2,0.5500596999991103,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
17,1,2,0.5825366999997641,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
18,1,2,0.4670145000000048,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
19,1,2,0.5172683000000688,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
20,1,2,0.4845330999996804,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
21,1,2,0.4834422000003542,['c'],1,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
22,1,2,0.3845230000006268,['n'],1,right,none,-99,-99,0.5,0,none,34,18,Woman,Right,
23,1,2,0.5007163999998738,['n'],0,left,none,-99,-99,0.5,0,none,34,18,Woman,Right,
0,2,1,0.7842521000002307,['n'],1,right,none,-99,-99,0.2,0,none,34,18,Woman,Right,
1,2,1,1.100815200001307,['c'],0,right,none,-99,-99,0.1,0,none,34,18,Woman,Right,
2,2,1,0.915922899999714,['n'],1,right,none,-99,-99,0.1,0,none,34,18,Woman,Right,
3,2,1,0.6330109999998967,['n'],1,right,none,-99,-99,0.4,0,none,34,18,Woman,Right,
4,2,1,0.7842789000005723,['c'],0,right,none,-99,-99,0.4,0,none,34,18,Woman,Right,
5,2,1,0.9991117999998096,['c'],0,right,none,-99,-99,0.4,0,none,34,18,Woman,Right,
6,2,1,1.7661143999994238,['c'],1,left,none,-99,-99,0.2,0,none,34,18,Woman,Right,
7,2,1,0.6996684999994613,['n'],1,right,none,-99,-99,0.4,0,none,34,18,Woman,Right,
8,2,1,0.6327617000006285,['n'],1,right,none,-99,-99,0.1,0,none,34,18,Woman,Right,
9,2,1,0.7669214000015927,['n'],1,right,none,-99,-99,0.1,0,none,34,18,Woman,Right,
10,2,1,0.7517426000013074,['n'],0,left,none,-99,-99,0.2,0,none,34,18,Woman,Right,
11,2,1,0.6009208999985276,['c'],1,left,none,-99,-99,0.4,0,none,34,18,Woman,Right,
12,2,1,0.6171520000007149,['c'],1,left,none,-99,-99,0.4,0,none,34,18,Woman,Right,
13,2,1,0.5677634000003309,['n'],1,right,none,-99,-99,0.1,0,none,34,18,Woman,Right,
14,2,1,0.5492453999995632,['c'],0,right,none,-99,-99,0.1,0,none,34,18,Woman,Right,
