withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,3.9013030999994953,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
1,1,1,1.616725800000495,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
2,1,1,1.9156225999995513,['c'],0,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
3,1,1,1.400609300000724,['n'],0,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
4,1,1,1.5834630999997898,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
5,1,1,1.3507662000010896,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
6,1,1,1.299651699999231,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
7,1,1,0.9498304999997345,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
8,1,1,1.76735650000046,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
9,1,1,0.9164801999995689,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
10,1,1,0.833400999999867,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
11,1,1,1.4175482999999076,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
12,1,1,1.2655422000007093,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
13,1,1,1.067353300000832,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
14,1,1,0.933765300000232,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
15,1,1,0.8159959999993589,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
16,1,1,0.8667409000008774,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
17,1,1,0.7002415000006295,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
18,1,1,0.8504518999998254,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
19,1,1,1.4155346999996254,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
20,1,1,0.8839451999992889,['c'],0,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
21,1,1,1.1818710000006831,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
22,1,1,1.9995400000007066,['c'],0,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
23,1,1,0.933529500000077,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
0,1,2,1.2847452999994857,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
1,1,2,1.4674059000008128,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
2,1,2,0.9683629999999539,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
3,1,2,1.1839562999994087,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
4,1,2,1.7668293000006088,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
5,1,2,0.750335200000336,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
6,1,2,0.7000613999989582,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
7,1,2,0.7670007000015175,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
8,1,2,1.1661776000000827,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
9,1,2,0.8340482000003249,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
10,1,2,0.7162158000010095,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
11,1,2,0.7676828999992722,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
12,1,2,0.6509648999999627,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
13,1,2,0.7173920999994152,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
14,1,2,0.600720000000365,['c'],1,left,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
15,1,2,1.0337619999991148,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
16,1,2,0.7835597999983293,['c'],0,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
17,1,2,1.4324743000015587,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
18,1,2,1.4158100999993621,['n'],1,right,none,-99,-99,0.5,-99,0,none,28,18,Woman,Right,
