withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,1.034085799999957,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
1,1,1,1.0325269000004482,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
2,1,1,1.533588399999644,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
3,1,1,1.1673647000006895,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
4,1,1,1.3339027000001806,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
5,1,1,1.4176422000000457,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
6,1,1,1.6668581000012637,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
7,1,1,0.7498309999991761,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
8,1,1,0.8837594000015088,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
9,1,1,1.16767179999988,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
10,1,1,1.0503933999989385,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
11,1,1,1.050470199999836,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
12,1,1,1.0004539999990811,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
13,1,1,1.0668963999996777,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
14,1,1,1.3011380000007193,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
15,1,1,1.1507948999988002,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
16,1,1,1.400405899999896,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
17,1,1,1.433739300000525,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
18,1,1,1.1334404999997787,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
19,1,1,1.0172348000014608,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
20,1,1,1.083767899999657,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
21,1,1,1.083057399999234,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
22,1,1,1.0012392000007821,['n'],1,right,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
23,1,1,1.2835982000015065,['c'],1,left,none,-99,-99,0.5,-99,0,none,15,19,Woman,Right,
0,2,1,3.267961199999263,['c'],1,left,none,-99,-99,0.1,-99,0,none,15,19,Woman,Right,
1,2,1,2.0009692999992694,['n'],0,left,none,-99,-99,0.2,-99,0,none,15,19,Woman,Right,
2,2,1,0.9514326999997138,['c'],1,left,none,-99,-99,0.4,-99,0,none,15,19,Woman,Right,
3,2,1,2.483852699999261,['c'],1,left,none,-99,-99,0.2,-99,0,none,15,19,Woman,Right,
4,2,1,2.1512060000004567,['n'],0,left,none,-99,-99,0.2,-99,0,none,15,19,Woman,Right,
5,2,1,2.6176942000001873,['c'],1,left,none,-99,-99,0.4,-99,0,none,15,19,Woman,Right,
6,2,1,2.1003638000001956,['n'],1,right,none,-99,-99,0.2,-99,0,none,15,19,Woman,Right,
7,2,1,1.0994126000005053,['c'],1,left,none,-99,-99,0.4,-99,0,none,15,19,Woman,Right,
8,2,1,1.2168003000006138,['n'],1,right,none,-99,-99,0.2,-99,0,none,15,19,Woman,Right,
9,2,1,1.0998247999996238,['n'],1,right,none,-99,-99,0.4,-99,0,none,15,19,Woman,Right,
10,2,1,1.434282300000632,['c'],1,left,none,-99,-99,0.4,-99,0,none,15,19,Woman,Right,
11,2,1,0.9509356999988086,['n'],1,right,none,-99,-99,0.1,-99,0,none,15,19,Woman,Right,
12,2,1,2.0832762000009097,['c'],1,left,none,-99,-99,0.2,-99,0,none,15,19,Woman,Right,
13,2,1,0.8166572999998607,['n'],1,right,none,-99,-99,0.2,-99,0,none,15,19,Woman,Right,
14,2,1,1.250723499999367,['n'],1,right,none,-99,-99,0.4,-99,0,none,15,19,Woman,Right,
15,2,1,1.4841546999996353,['c'],1,left,none,-99,-99,0.1,-99,0,none,15,19,Woman,Right,
16,2,1,1.5176787999989756,['c'],1,left,none,-99,-99,0.1,-99,0,none,15,19,Woman,Right,
17,2,1,0.8664336999991065,['n'],1,right,none,-99,-99,0.4,-99,0,none,15,19,Woman,Right,
18,2,1,1.0844588999989355,['n'],1,right,none,-99,-99,0.4,-99,0,none,15,19,Woman,Right,
19,2,1,3.2169494000008854,['n'],0,left,none,-99,-99,0.2,-99,0,none,15,19,Woman,Right,
20,2,1,1.800783099999535,['c'],0,right,none,-99,-99,0.1,-99,0,none,15,19,Woman,Right,
21,2,1,4.882869199998822,['c'],0,right,none,-99,-99,0.1,-99,0,none,15,19,Woman,Right,
22,2,1,4.23401609999928,['c'],0,right,none,-99,-99,0.1,-99,0,none,15,19,Woman,Right,
23,2,1,3.4827750000004016,['c'],0,right,none,-99,-99,0.1,-99,0,none,15,19,Woman,Right,
0,3,1,1.318042400000195,['n'],1,right,['u'],1,1.1919717000000674,0.4,1,0,none,15,19,Woman,Right,
1,3,1,1.3180917000008776,['c'],1,left,['u'],1,2.154532599999584,0.2,1,0,none,15,19,Woman,Right,
2,3,1,1.5175553000008222,['n'],1,right,['u'],1,1.1343734999991284,0.4,1,0,none,15,19,Woman,Right,
3,3,1,2.0010011000013037,['n'],1,right,['u'],1,1.7996879999991506,0.1,1,0,none,15,19,Woman,Right,
4,3,1,1.5662821999994776,['c'],0,right,['e'],0,1.4808130000001256,0.2,1,0,none,15,19,Woman,Right,
5,3,1,2.051077100000839,['n'],1,right,['e'],0,1.2007434999995894,0.1,0,0,none,15,19,Woman,Right,
6,3,1,1.8001124000002164,['c'],0,right,['e'],0,1.1992111999988992,0.4,1,0,none,15,19,Woman,Right,
7,3,1,5.0167715000006865,x,-99,left,none,-99,-99,0.1,-99,1,none,15,19,Woman,Right,
8,3,1,1.6506473000008555,['c'],0,right,['e'],0,0.7058084000000235,0.2,1,0,none,15,19,Woman,Right,
9,3,1,1.401613100000759,['c'],1,left,['e'],0,0.5162185999997746,0.2,0,0,none,15,19,Woman,Right,
10,3,1,2.0508812999996735,['c'],1,left,['u'],1,0.4199611999993067,0.4,1,0,none,15,19,Woman,Right,
11,3,1,1.466666800000894,['n'],1,right,['e'],0,0.3508624999994936,0.1,0,0,none,15,19,Woman,Right,
12,3,1,1.6841168999999354,['n'],1,right,['u'],1,0.5642072999999073,0.4,1,0,none,15,19,Woman,Right,
13,3,1,2.282453899999382,['c'],1,left,['e'],0,1.1134376999998494,0.1,0,0,none,15,19,Woman,Right,
14,3,1,2.633529599999747,['n'],0,left,['e'],0,0.3931154999991122,0.2,1,0,none,15,19,Woman,Right,
15,3,1,1.58427809999921,['n'],1,right,['e'],0,0.608670900001016,0.1,0,0,none,15,19,Woman,Right,
16,3,1,3.5836366999992606,['n'],0,left,['u'],1,0.832140000000436,0.2,0,0,none,15,19,Woman,Right,
17,3,1,1.9010001000006014,['c'],1,left,['u'],1,0.809243300000162,0.4,1,0,none,15,19,Woman,Right,
18,3,1,1.517314599999736,['n'],1,right,['e'],0,0.339574999999968,0.2,0,0,none,15,19,Woman,Right,
19,3,1,1.85025609999866,['c'],1,left,['e'],0,0.7059027000013884,0.1,0,0,none,15,19,Woman,Right,
20,3,1,2.4511984000000666,['c'],1,left,['u'],1,0.7463937000011356,0.4,1,0,none,15,19,Woman,Right,
21,3,1,1.7674104000016087,['n'],1,right,['u'],1,0.8601618000011513,0.2,1,0,none,15,19,Woman,Right,
22,3,1,1.3168530999992072,['c'],1,left,['u'],1,0.3799856000005093,0.4,1,0,none,15,19,Woman,Right,
23,3,1,1.784756400000333,['n'],0,left,['e'],0,0.3953910000000178,0.1,1,0,none,15,19,Woman,Right,
0,4,1,0.9838709000014205,['c'],1,left,['e'],0,0.7788103000002593,0.1,0,0,FastAcc,15,19,Woman,Right,
1,4,1,1.8348050999993575,['c'],1,left,['e'],0,0.40484359999936714,0.1,0,0,FastAcc,15,19,Woman,Right,
2,4,1,1.1015174999993178,['c'],0,right,['e'],0,0.36322650000147405,0.2,1,0,FastAcc,15,19,Woman,Right,
3,4,1,1.2004680000009103,['n'],1,right,['u'],1,0.3828475999998773,0.4,1,0,FastAcc,15,19,Woman,Right,
4,4,1,0.9851663999997982,['c'],1,left,['e'],0,0.33054579999952693,0.2,0,0,FastAcc,15,19,Woman,Right,
5,4,1,1.217347300000256,['n'],1,right,['u'],1,0.23892760000126145,0.2,1,0,FastAcc,15,19,Woman,Right,
6,4,1,1.6839990999997099,['n'],1,right,['e'],0,0.19646020000072895,0.2,0,0,FastAcc,15,19,Woman,Right,
7,4,1,1.183820399999604,['c'],1,left,['e'],0,0.40039080000133254,0.4,0,0,FastAcc,15,19,Woman,Right,
8,4,1,0.901011699999799,['n'],1,right,['u'],1,0.26998620000085793,0.4,1,0,FastAcc,15,19,Woman,Right,
9,4,1,1.0179821999990963,['c'],0,right,['e'],0,0.3009282999992138,0.2,1,0,FastAcc,15,19,Woman,Right,
10,4,1,1.3171766000014031,['c'],1,left,['u'],1,0.22285459999875457,0.2,1,0,FastAcc,15,19,Woman,Right,
11,4,1,1.0663907999987714,['c'],0,right,['e'],0,0.38180089999877964,0.1,1,0,FastAcc,15,19,Woman,Right,
12,4,1,0.8510680999988836,['n'],1,right,['u'],1,0.302544799998941,0.4,1,0,FastAcc,15,19,Woman,Right,
13,4,1,1.2505780000010418,['n'],1,right,['e'],0,0.22683090000100492,0.4,0,0,FastAcc,15,19,Woman,Right,
14,4,1,1.5172468000000663,['c'],0,right,['u'],1,0.2239129999998113,0.2,0,0,FastAcc,15,19,Woman,Right,
15,4,1,1.2681867000010243,['c'],1,left,['e'],0,0.3109867999992275,0.4,0,0,FastAcc,15,19,Woman,Right,
16,4,1,0.8011466999996628,['n'],0,left,['e'],0,0.28525749999971595,0.1,1,0,FastAcc,15,19,Woman,Right,
17,4,1,0.7847639999999956,['n'],1,right,['e'],0,0.2929063999999926,0.4,0,0,FastAcc,15,19,Woman,Right,
18,4,1,1.0683778000002349,['n'],1,right,['u'],1,0.22535229999994044,0.4,1,0,FastAcc,15,19,Woman,Right,
19,4,1,1.0670164999992267,['c'],1,left,['u'],1,0.40038060000006226,0.4,1,0,FastAcc,15,19,Woman,Right,
20,4,1,1.0677433000000747,['n'],1,right,['e'],0,0.21599679999962973,0.2,0,0,FastAcc,15,19,Woman,Right,
21,4,1,1.035273399998914,['n'],1,right,['e'],0,0.2162748000009742,0.4,0,0,FastAcc,15,19,Woman,Right,
22,4,1,1.1012610999987373,['c'],1,left,['e'],0,0.3107452000003832,0.1,0,0,FastAcc,15,19,Woman,Right,
23,4,1,1.1846918999999616,['c'],1,left,['e'],0,0.28566520000094897,0.1,0,0,FastAcc,15,19,Woman,Right,
24,4,1,0.6677611000013712,['n'],1,right,['e'],0,0.2813026000003447,0.2,0,0,FastAcc,15,19,Woman,Right,
25,4,1,1.7513158999990992,['n'],1,right,['u'],1,0.3467166999998881,0.1,1,0,FastAcc,15,19,Woman,Right,
26,4,1,1.0010538999995333,['c'],1,left,['u'],1,0.18310250000104134,0.1,1,0,FastAcc,15,19,Woman,Right,
27,4,1,0.984046200001103,['n'],1,right,['e'],0,0.2022610000003624,0.1,0,0,FastAcc,15,19,Woman,Right,
28,4,1,0.9677064000006794,['n'],0,left,['e'],0,0.2861212000007072,0.2,1,0,FastAcc,15,19,Woman,Right,
29,4,1,1.3010403999996925,['c'],1,left,['u'],1,0.3371446000001015,0.1,1,0,FastAcc,15,19,Woman,Right,
30,4,1,0.8835109999999986,['c'],1,left,['e'],0,0.6427305000015622,0.2,0,0,FastAcc,15,19,Woman,Right,
31,4,1,1.7839514999996027,['n'],1,right,['u'],1,0.2772951999995712,0.1,1,0,FastAcc,15,19,Woman,Right,
32,4,1,1.6346391000006406,['n'],1,right,['e'],0,0.25095040000087465,0.4,0,0,FastAcc,15,19,Woman,Right,
33,4,1,1.1003567000007024,['n'],1,right,['e'],0,0.2473534999990079,0.4,0,0,FastAcc,15,19,Woman,Right,
34,4,1,1.4007282000002306,['n'],0,left,['e'],0,0.3437701000002562,0.2,1,0,FastAcc,15,19,Woman,Right,
35,4,1,1.1502577000010206,['c'],1,left,['e'],0,0.30269940000107454,0.4,0,0,FastAcc,15,19,Woman,Right,
36,4,1,1.4679179000013391,['c'],1,left,['e'],0,0.34657849999894097,0.1,0,0,FastAcc,15,19,Woman,Right,
37,4,1,1.1006282999987889,['c'],1,left,['e'],0,0.5148486000016419,0.2,0,0,FastAcc,15,19,Woman,Right,
38,4,1,0.9677584999990358,['n'],1,right,['u'],1,0.31378940000104194,0.1,1,0,FastAcc,15,19,Woman,Right,
