withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,0.7165790999999899,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
1,1,1,0.8339098000001286,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
2,1,1,0.6507983999999851,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
3,1,1,0.6500855000001593,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
4,1,1,0.6670913999998902,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
5,1,1,0.6499377000000095,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
6,1,1,1.016071199999942,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
7,1,1,0.6336545999999998,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
8,1,1,0.5174909000002117,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
9,1,1,0.682825800000046,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
10,1,1,0.5169877000000724,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
11,1,1,0.5499264000000039,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
12,1,1,0.6173373000001448,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
13,1,1,0.5159997000000658,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
14,1,1,0.5669692999999825,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
15,1,1,0.5496057000000292,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
16,1,1,0.533124799999996,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
17,1,1,0.4159243999999944,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
18,1,1,0.5333755999999994,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
19,1,1,0.5169356999999764,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
20,1,1,0.5503582999999708,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
21,1,1,0.483399400000053,['n'],1,right,none,-99,-99,0.5,0,none,8,18,Woman,Right,
22,1,1,0.5497385999999551,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
23,1,1,0.4664940000000115,['c'],1,left,none,-99,-99,0.5,0,none,8,18,Woman,Right,
0,2,1,0.7002602000000024,['c'],1,left,none,-99,-99,0.4,0,none,8,18,Woman,Right,
1,2,1,0.46585879999997815,['c'],1,left,none,-99,-99,0.2,0,none,8,18,Woman,Right,
2,2,1,0.46736409999994066,['n'],1,right,none,-99,-99,0.2,0,none,8,18,Woman,Right,
3,2,1,0.4993206999999984,['c'],1,left,none,-99,-99,0.4,0,none,8,18,Woman,Right,
4,2,1,0.48378679999996166,['c'],1,left,none,-99,-99,0.4,0,none,8,18,Woman,Right,
5,2,1,0.9161613000001125,['n'],1,right,none,-99,-99,0.1,0,none,8,18,Woman,Right,
6,2,1,1.6171641000000818,['n'],1,right,none,-99,-99,0.1,0,none,8,18,Woman,Right,
7,2,1,0.5840860000000703,['c'],1,left,none,-99,-99,0.4,0,none,8,18,Woman,Right,
8,2,1,0.9990832999999384,['n'],1,right,none,-99,-99,0.1,0,none,8,18,Woman,Right,
9,2,1,1.2665512999999464,['n'],1,right,none,-99,-99,0.2,0,none,8,18,Woman,Right,
10,2,1,0.8340040000000499,['c'],1,left,none,-99,-99,0.2,0,none,8,18,Woman,Right,
11,2,1,1.5834530000001905,['c'],1,left,none,-99,-99,0.4,0,none,8,18,Woman,Right,
12,2,1,1.7168189999999868,['n'],0,left,none,-99,-99,0.2,0,none,8,18,Woman,Right,
13,2,1,1.666607699999986,['n'],1,right,none,-99,-99,0.4,0,none,8,18,Woman,Right,
14,2,1,1.3835033000000294,['c'],1,left,none,-99,-99,0.1,0,none,8,18,Woman,Right,
15,2,1,1.1339846999999281,['n'],1,right,none,-99,-99,0.2,0,none,8,18,Woman,Right,
16,2,1,0.7323371999998471,['n'],1,right,none,-99,-99,0.1,0,none,8,18,Woman,Right,
17,2,1,0.8496887000001152,['n'],0,left,none,-99,-99,0.2,0,none,8,18,Woman,Right,
18,2,1,1.199877000000015,['n'],0,left,none,-99,-99,0.2,0,none,8,18,Woman,Right,
19,2,1,2.1168557999999393,['n'],1,right,none,-99,-99,0.1,0,none,8,18,Woman,Right,
20,2,1,1.1994360999999572,['n'],0,left,none,-99,-99,0.1,0,none,8,18,Woman,Right,
21,2,1,1.2339756999999736,['n'],1,right,none,-99,-99,0.4,0,none,8,18,Woman,Right,
22,2,1,0.8831000000000131,['c'],0,right,none,-99,-99,0.4,0,none,8,18,Woman,Right,
23,2,1,1.7827905999999984,['n'],1,right,none,-99,-99,0.1,0,none,8,18,Woman,Right,
0,3,1,2.10060129999988,['c'],1,left,['1'],6,3.1005158000000392,0.4,0,none,8,18,Woman,Right,
1,3,1,2.217006000000083,['n'],0,left,none,-99,-99,0.4,1,none,8,18,Woman,Right,
