withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,1.349599299999909,['n'],0,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
1,1,1,1.583268900000121,['n'],0,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
2,1,1,2.350533499999983,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
3,1,1,4.299197900000081,['c'],0,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
4,1,1,4.532789200000025,['c'],0,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
5,1,1,3.449908800000003,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
6,1,1,2.282348899999988,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
7,1,1,2.4160095000002,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
8,1,1,1.966484100000116,['c'],0,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
9,1,1,2.8835571999998137,['c'],0,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
10,1,1,2.1994802000001528,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
11,1,1,1.1003346999998485,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
12,1,1,1.5982475000000704,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
13,1,1,2.7161105999998654,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
14,1,1,2.3332268000001477,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
15,1,1,0.9331425000000309,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
16,1,1,0.8490578000000824,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
17,1,1,2.265824000000066,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
18,1,1,1.5004245999998602,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
19,1,1,2.4996141999999963,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
20,1,1,0.8835790000000543,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
21,1,1,0.7842441999998755,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
22,1,1,0.9493270000000393,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
23,1,1,5.0164826000000176,x,-99,left,none,-99,-99,0.5,1,none,7,18,Man,Right,
0,1,2,1.2833872000001065,['n'],0,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
1,1,2,1.7833989000000656,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
2,1,2,0.7663890999999694,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
3,1,2,0.6497964000000138,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
4,1,2,0.6170322000000397,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
5,1,2,0.6171752000000197,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
6,1,2,0.5822779999998602,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
7,1,2,0.6000269999999546,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
8,1,2,0.6162209999999959,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
9,1,2,0.6334300999999414,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
10,1,2,1.3330551000001378,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
11,1,2,0.7495819999999185,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
12,1,2,0.9836751000000277,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
13,1,2,0.5993991000000278,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
14,1,2,0.6000381999999718,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
15,1,2,0.6500762000000577,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
16,1,2,0.5666927999998279,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
17,1,2,0.6171604000001025,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
18,1,2,0.566660899999988,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
19,1,2,0.5169945000000098,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
20,1,2,0.5829724000000169,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
21,1,2,0.8004419000001235,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
22,1,2,0.5329686000000038,['n'],1,right,none,-99,-99,0.5,0,none,7,18,Man,Right,
23,1,2,0.5331657999997788,['c'],1,left,none,-99,-99,0.5,0,none,7,18,Man,Right,
0,2,1,1.1827898999999888,['n'],1,right,none,-99,-99,0.1,0,none,7,18,Man,Right,
1,2,1,2.30025999999998,['c'],1,left,none,-99,-99,0.1,0,none,7,18,Man,Right,
2,2,1,0.8998407000001407,['c'],1,left,none,-99,-99,0.4,0,none,7,18,Man,Right,
3,2,1,0.5824082999999973,['n'],1,right,none,-99,-99,0.4,0,none,7,18,Man,Right,
4,2,1,0.5999337000000651,['n'],0,left,none,-99,-99,0.1,0,none,7,18,Man,Right,
5,2,1,0.5331582999999682,['n'],1,right,none,-99,-99,0.2,0,none,7,18,Man,Right,
6,2,1,0.6156074000000444,['n'],1,right,none,-99,-99,0.4,0,none,7,18,Man,Right,
7,2,1,0.9325978000001669,['c'],0,right,none,-99,-99,0.2,0,none,7,18,Man,Right,
8,2,1,0.5344857000000047,['n'],1,right,none,-99,-99,0.4,0,none,7,18,Man,Right,
9,2,1,2.03297160000011,['n'],1,right,none,-99,-99,0.2,0,none,7,18,Man,Right,
10,2,1,0.6171706000000086,['c'],1,left,none,-99,-99,0.1,0,none,7,18,Man,Right,
11,2,1,0.6827430999999251,['c'],1,left,none,-99,-99,0.4,0,none,7,18,Man,Right,
12,2,1,0.6997764000000188,['c'],1,left,none,-99,-99,0.2,0,none,7,18,Man,Right,
13,2,1,0.766701699999885,['c'],1,left,none,-99,-99,0.1,0,none,7,18,Man,Right,
14,2,1,1.0003140000001167,['n'],1,right,none,-99,-99,0.1,0,none,7,18,Man,Right,
15,2,1,0.6156953999998223,['c'],1,left,none,-99,-99,0.1,0,none,7,18,Man,Right,
16,2,1,2.5001224000000093,['c'],1,left,none,-99,-99,0.2,0,none,7,18,Man,Right,
