withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,1.9334007999996174,['c'],0,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
1,1,1,0.7502260999999635,['c'],1,left,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
2,1,1,2.349488200000451,['n'],1,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
3,1,1,0.6167248000001564,['c'],1,left,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
4,1,1,1.5335667999997895,['n'],1,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
5,1,1,0.5666819999996733,['c'],1,left,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
6,1,1,0.6165248999996038,['c'],1,left,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
7,1,1,0.6836322999997719,['c'],1,left,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
8,1,1,1.0161813000004258,['n'],1,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
9,1,1,0.9491398999998637,['n'],1,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
10,1,1,1.117497000000185,['c'],0,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
11,1,1,1.1009331999994174,['c'],0,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
12,1,1,1.4006688999998005,['c'],1,left,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
13,1,1,0.7490982999997868,['c'],1,left,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
14,1,1,0.8499397000005047,['n'],1,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
15,1,1,1.132630699999936,['n'],1,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
16,1,1,0.9998109999996814,['c'],0,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
17,1,1,0.8840499999996609,['n'],1,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
18,1,1,0.5839636999999129,['c'],1,left,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
19,1,1,0.5335710000008476,['c'],0,right,none,-99,-99,0.5,-99,0,none,35,18,Man,Right,
