withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,1.4836781000003612,['c'],0,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
1,1,1,1.5021840999997949,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
2,1,1,1.216350799999418,['n'],0,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
3,1,1,1.2499316000003091,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
4,1,1,1.3671253000002253,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
5,1,1,1.4506209000001036,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
6,1,1,0.9847452999993038,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
7,1,1,0.9159491999998863,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
8,1,1,0.9509093999995457,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
9,1,1,0.8496725000004517,['c'],0,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
10,1,1,0.900572600000487,['n'],0,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
11,1,1,0.8344466999997167,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
12,1,1,0.8670686000004935,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
13,1,1,0.8349696999994194,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
14,1,1,0.9008340000000317,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
15,1,1,1.0346099999997023,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
16,1,1,0.782998000000589,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
17,1,1,0.9322339999998803,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
18,1,1,1.9007692000004681,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
19,1,1,1.2330455000001166,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
20,1,1,1.2511423999994804,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
21,1,1,1.083861899999647,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
22,1,1,1.7672499000000244,['c'],0,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
23,1,1,0.783300799999779,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
0,1,2,0.7846140000001469,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
1,1,2,0.883401999999478,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
2,1,2,0.5006207000005816,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
3,1,2,0.6672546999998303,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
4,1,2,0.5001400999999532,['c'],0,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
5,1,2,0.5665012999997998,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
6,1,2,0.6152781000000687,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
7,1,2,0.6021762999998828,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
8,1,2,0.8168636000000333,['c'],0,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
9,1,2,0.6001164999997854,['c'],0,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
10,1,2,0.7153613000000405,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
11,1,2,0.7505347999995138,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
12,1,2,0.7336997000002157,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
13,1,2,0.7340474000002359,['c'],0,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
14,1,2,0.8328024000002188,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
15,1,2,0.5839515000006941,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
16,1,2,0.584968399999525,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
17,1,2,0.9334286000002976,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
18,1,2,0.9175590000004377,['c'],0,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
19,1,2,0.6681446000002325,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
20,1,2,0.6843355000000884,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
21,1,2,0.8166633999999249,['c'],0,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
22,1,2,0.6513911000001826,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
23,1,2,0.7342125000004671,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
0,1,3,1.31841440000062,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
1,1,3,0.8835636000003433,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
2,1,3,0.5506467999994129,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
3,1,3,1.0667461000002731,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
4,1,3,0.74923950000084,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
5,1,3,0.48431970000001456,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
6,1,3,0.48349289999987377,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
7,1,3,0.531950799999322,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
8,1,3,0.5161954000004698,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
9,1,3,0.6341816999993171,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
10,1,3,0.5155914000006305,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
11,1,3,0.4660546000004615,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
12,1,3,0.5152543999993213,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
13,1,3,0.4157890000005864,['n'],0,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
14,1,3,0.5161151000002064,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
15,1,3,0.6013911000000007,['n'],0,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
16,1,3,0.6501365000003716,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
17,1,3,0.49864830000024085,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
18,1,3,0.4821107000007032,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
19,1,3,0.38483889999952225,['n'],0,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
20,1,3,0.6669893000007505,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
21,1,3,0.4328244000007544,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
22,1,3,0.5158245000002353,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
23,1,3,0.482947299999978,['n'],0,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
0,1,4,0.5327150000002803,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
1,1,4,0.4829461999997875,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
2,1,4,0.7177972999998019,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
3,1,4,0.6662744999994175,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
4,1,4,0.4513558999997258,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
5,1,4,0.5514808999996603,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
6,1,4,0.602126099999623,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
7,1,4,0.4181960000005347,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
8,1,4,0.468852699999843,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
9,1,4,0.7851905999996234,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
10,1,4,0.35060410000005504,['n'],1,right,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
11,1,4,0.6655988000002253,['c'],1,left,none,-99,-99,0.5,-99,0,none,27,18,Woman,Right,
