withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,2.9483792000000903,['c'],0,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
1,1,1,1.2330707000000984,['n'],0,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
2,1,1,1.7842813999995997,['n'],1,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
3,1,1,2.1835534000001644,['n'],0,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
4,1,1,2.6325769000004584,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
5,1,1,1.5669889000000694,['n'],1,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
6,1,1,2.634374199999911,['c'],0,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
7,1,1,0.7345236999999543,['n'],1,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
8,1,1,2.0008723000000828,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
9,1,1,1.682603399999607,['n'],1,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
10,1,1,1.3344230000002426,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
11,1,1,2.2008879000004526,['c'],0,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
12,1,1,1.2330501000005825,['n'],0,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
13,1,1,0.7671721999995498,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
14,1,1,0.7503905000003215,['c'],0,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
15,1,1,0.9671122999998261,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
16,1,1,0.9001645999996981,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
17,1,1,0.7000286000002234,['n'],1,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
18,1,1,0.6502787999997963,['n'],1,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
19,1,1,0.533121200000096,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
20,1,1,0.8997168000005331,['n'],1,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
21,1,1,1.1511766000003263,['c'],0,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
22,1,1,0.7492989000002126,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
23,1,1,1.1675160000004325,['n'],0,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
0,1,2,1.8505411999994976,['c'],0,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
1,1,2,0.6162223999999696,['n'],1,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
2,1,2,0.6002730000000156,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
3,1,2,0.5508042999999816,['n'],1,right,none,-99,-99,0.5,0,none,26,19,Woman,Right,
4,1,2,0.5504582999992635,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
5,1,2,0.73377789999995,['c'],1,left,none,-99,-99,0.5,0,none,26,19,Woman,Right,
