withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,2.6172992000001614,['c'],0,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
1,1,1,2.799909200000002,['n'],1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
2,1,1,4.08353870000019,['c'],0,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
3,1,1,0.6357056000001648,['n'],1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
4,1,1,0.38366709999991144,['n'],0,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
5,1,1,0.5161206000002494,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
6,1,1,4.349835999999868,['n'],1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
7,1,1,1.9171575999998822,['n'],0,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
8,1,1,1.1006390999996256,['c'],0,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
9,1,1,0.9509124999999585,['n'],0,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
10,1,1,1.2666519999997945,['c'],0,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
11,1,1,4.116604100000131,['n'],1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
12,1,1,1.2166304000002128,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
13,1,1,1.1836158000000978,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
14,1,1,1.0666161999997712,['c'],0,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
15,1,1,2.2019884000001184,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
16,1,1,1.4506642999999713,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
17,1,1,2.0167692999998508,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
18,1,1,0.48380909999968935,['c'],0,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
19,1,1,0.21757419999994454,['n'],0,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
20,1,1,0.2841990999995687,"['n', 'c']",1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
21,1,1,0.2840368999995917,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
22,1,1,0.1338397999998051,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
23,1,1,0.31539999999995416,['c'],0,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
0,1,2,0.4171060000003308,['c'],0,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
1,1,2,0.26743149999992966,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
2,1,2,0.51570189999984,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
3,1,2,0.3677015999996911,['n'],0,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
4,1,2,0.9502083000002131,['n'],0,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
5,1,2,0.8658565999999155,['n'],0,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
6,1,2,0.7678534000001491,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
7,1,2,1.6343630999999732,['c'],0,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
8,1,2,0.35100459999966915,['n'],1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
9,1,2,0.6171129999997902,['n'],1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
10,1,2,0.8668919000001551,['n'],0,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
11,1,2,0.5011046999998143,['n'],1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
12,1,2,0.5825230000000374,['n'],0,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
13,1,2,0.9168264999998428,['n'],1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
14,1,2,0.6171196000000236,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
15,1,2,0.91781200000014,['n'],1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
16,1,2,0.6172075999998015,['c'],1,left,none,-99,-99,0.5,0,none,31,19,Man,Right,
17,1,2,0.3997345000002497,['n'],1,right,none,-99,-99,0.5,0,none,31,19,Man,Right,
