withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,3.2334539999997105,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
1,1,1,2.6503490000000056,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
2,1,1,0.6505983000001834,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
3,1,1,0.8166455999999016,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
4,1,1,0.5665990000002239,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
5,1,1,0.7847440000000461,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
6,1,1,0.5178918999999951,['n'],0,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
7,1,1,0.7505507000000762,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
8,1,1,0.6679710999997042,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
9,1,1,1.0334398999998484,['c'],0,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
10,1,1,1.0177248999998483,['c'],0,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
11,1,1,0.5503843000001325,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
12,1,1,0.7172479999999268,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
13,1,1,0.5993819000000258,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
14,1,1,0.583882899999935,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
15,1,1,0.5683561000000736,['n'],0,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
16,1,1,0.6003694000000905,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
17,1,1,0.5170060000000376,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
18,1,1,0.5672537999998895,['n'],0,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
19,1,1,0.7014499000001706,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
20,1,1,0.6344859999999244,['n'],0,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
21,1,1,0.6831314999999449,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
22,1,1,0.5490123000004132,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
23,1,1,0.6999411000001601,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
0,1,2,0.8341564000002109,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
1,1,2,0.5674415000003137,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
2,1,2,0.5671683000000485,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
3,1,2,0.5004724000000351,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
4,1,2,0.5171817000000374,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
5,1,2,0.5171602999998868,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
6,1,2,0.5175238000001627,['n'],0,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
7,1,2,0.6321230000003197,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
8,1,2,0.8333729999999377,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
9,1,2,0.5341137000000344,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
10,1,2,0.8157667999998921,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
11,1,2,0.5169671000003291,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
12,1,2,0.6494646999999532,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
13,1,2,0.6673514999997678,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
14,1,2,0.8160955000003014,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
15,1,2,0.5159112999999707,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
16,1,2,0.5324706999999762,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
17,1,2,0.6172686999998405,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
18,1,2,0.5159134000000449,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
19,1,2,0.5012624999999389,['n'],1,right,none,-99,-99,0.5,0,none,40,18,Man,Right,
20,1,2,0.48399220000010246,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
21,1,2,0.784491700000217,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
22,1,2,0.5004816999999093,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
23,1,2,0.5664507999999842,['c'],1,left,none,-99,-99,0.5,0,none,40,18,Man,Right,
0,2,1,1.1168461000002026,['c'],0,right,none,-99,-99,0.2,0,none,40,18,Man,Right,
1,2,1,0.650413700000172,['c'],1,left,none,-99,-99,0.2,0,none,40,18,Man,Right,
2,2,1,0.48350180000034015,['n'],1,right,none,-99,-99,0.2,0,none,40,18,Man,Right,
3,2,1,0.7167414000000463,['n'],0,left,none,-99,-99,0.1,0,none,40,18,Man,Right,
4,2,1,0.8832821999999396,['n'],1,right,none,-99,-99,0.1,0,none,40,18,Man,Right,
5,2,1,0.5168981000001622,['c'],0,right,none,-99,-99,0.2,0,none,40,18,Man,Right,
6,2,1,0.5341825000000426,['c'],1,left,none,-99,-99,0.4,0,none,40,18,Man,Right,
7,2,1,0.6508453999999801,['c'],1,left,none,-99,-99,0.4,0,none,40,18,Man,Right,
8,2,1,0.7682058000000325,['n'],1,right,none,-99,-99,0.2,0,none,40,18,Man,Right,
9,2,1,0.6186209000002236,['c'],1,left,none,-99,-99,0.4,0,none,40,18,Man,Right,
10,2,1,0.8494885000000068,['n'],1,right,none,-99,-99,0.1,0,none,40,18,Man,Right,
11,2,1,0.7166861000000608,['c'],1,left,none,-99,-99,0.1,0,none,40,18,Man,Right,
12,2,1,0.5503180000000611,['n'],0,left,none,-99,-99,0.1,0,none,40,18,Man,Right,
13,2,1,0.5836211000000731,['n'],1,right,none,-99,-99,0.4,0,none,40,18,Man,Right,
14,2,1,0.5510253000002194,['n'],1,right,none,-99,-99,0.2,0,none,40,18,Man,Right,
15,2,1,0.5001352000003862,['n'],1,right,none,-99,-99,0.4,0,none,40,18,Man,Right,
16,2,1,0.5670683999996982,['n'],0,left,none,-99,-99,0.1,0,none,40,18,Man,Right,
17,2,1,0.583052200000111,['c'],1,left,none,-99,-99,0.4,0,none,40,18,Man,Right,
18,2,1,0.6172096999998757,['n'],0,left,none,-99,-99,0.2,0,none,40,18,Man,Right,
19,2,1,0.6846068999998352,['n'],1,right,none,-99,-99,0.2,0,none,40,18,Man,Right,
20,2,1,0.6170330999998441,['n'],0,left,none,-99,-99,0.1,0,none,40,18,Man,Right,
21,2,1,0.5832064999999602,['n'],1,right,none,-99,-99,0.4,0,none,40,18,Man,Right,
22,2,1,0.5010522999996283,['n'],1,right,none,-99,-99,0.4,0,none,40,18,Man,Right,
23,2,1,0.5840268000001743,['c'],1,left,none,-99,-99,0.1,0,none,40,18,Man,Right,
0,3,1,0.7179549999996198,['c'],1,left,['0'],1,3.6178790999997545,0.1,0,none,40,18,Man,Right,
1,3,1,0.9827801999999792,['c'],1,left,['0'],1,1.7183840999996391,0.1,0,none,40,18,Man,Right,
2,3,1,0.8836641000002601,['n'],1,right,['2'],5,1.4501683999997113,0.4,0,none,40,18,Man,Right,
3,3,1,1.96581389999983,['c'],0,right,['2'],5,0.851393299999927,0.4,0,none,40,18,Man,Right,
4,3,1,0.8832807000003413,['c'],1,left,['2'],5,0.7841043000003083,0.4,0,none,40,18,Man,Right,
5,3,1,1.1986619999997856,['c'],1,left,['2'],5,0.4342287999998007,0.2,0,none,40,18,Man,Right,
6,3,1,0.6333031999997729,['n'],1,right,['2'],5,0.7018146000000343,0.2,0,none,40,18,Man,Right,
7,3,1,1.0837007999998605,['c'],1,left,['2'],5,0.6180003999998007,0.4,0,none,40,18,Man,Right,
8,3,1,1.0505294999998114,['n'],1,right,['1'],6,0.9848120999999992,0.4,0,none,40,18,Man,Right,
9,3,1,1.1336788000003253,['c'],1,left,['2'],5,0.8012214000000313,0.1,0,none,40,18,Man,Right,
10,3,1,0.6171698999996806,['n'],1,right,['1'],6,1.3346844999996392,0.1,0,none,40,18,Man,Right,
11,3,1,0.6161903000001985,['n'],1,right,['2'],5,1.051481800000147,0.1,0,none,40,18,Man,Right,
12,3,1,0.7156522999998742,['n'],1,right,['2'],5,0.6348060999998779,0.1,0,none,40,18,Man,Right,
13,3,1,1.4658230000000003,['n'],1,right,['2'],5,0.6505192999998144,0.2,0,none,40,18,Man,Right,
14,3,1,0.6344014000001152,['c'],1,left,['2'],5,0.46814109999968423,0.4,0,none,40,18,Man,Right,
15,3,1,0.6516692000000148,['c'],0,right,['2'],5,0.5679745000002185,0.2,0,none,40,18,Man,Right,
16,3,1,0.6836945000000014,['c'],1,left,['2'],5,0.4342775999998594,0.1,0,none,40,18,Man,Right,
17,3,1,0.6843605999997635,['c'],1,left,['2'],5,0.51642800000036,0.1,0,none,40,18,Man,Right,
18,3,1,0.73382010000023,['c'],1,left,['2'],5,0.5505515999998352,0.4,0,none,40,18,Man,Right,
19,3,1,0.5679681999999957,['n'],1,right,['2'],5,0.5836626000000251,0.2,0,none,40,18,Man,Right,
20,3,1,0.6656393000002936,['n'],1,right,['2'],5,0.4853971000002275,0.4,0,none,40,18,Man,Right,
21,3,1,0.6670902999999271,['c'],1,left,['2'],5,0.4009031999999024,0.2,0,none,40,18,Man,Right,
22,3,1,0.6342011000001548,['c'],1,left,['2'],5,0.416677300000174,0.2,0,none,40,18,Man,Right,
23,3,1,0.5175488999998379,['n'],1,right,['2'],5,0.45132839999996577,0.2,0,none,40,18,Man,Right,
0,4,1,2.2833998999999494,['n'],0,left,['1'],6,2.033851400000003,0.4,0,AccFast,40,18,Man,Right,
1,4,1,2.8507189000001745,['n'],0,left,['2'],5,2.2844060000002173,0.1,0,AccFast,40,18,Man,Right,
2,4,1,0.9502999999999702,['n'],1,right,['2'],5,0.6006932999998753,0.4,0,AccFast,40,18,Man,Right,
3,4,1,2.2837736999999834,['n'],1,right,['2'],5,0.6681410000001051,0.1,0,AccFast,40,18,Man,Right,
4,4,1,2.1002618000002258,['n'],1,right,['1'],6,0.43492890000015905,0.2,0,AccFast,40,18,Man,Right,
5,4,1,1.1155786999997872,['n'],1,right,['2'],5,0.3020973000002414,0.2,0,AccFast,40,18,Man,Right,
6,4,1,0.850234200000159,['n'],1,right,['2'],5,0.31831999999985783,0.1,0,AccFast,40,18,Man,Right,
7,4,1,1.6998513999997158,['n'],0,left,['2'],5,0.7672053000001142,0.1,0,AccFast,40,18,Man,Right,
8,4,1,1.433077400000002,['n'],1,right,['2'],5,0.3855398000000605,0.2,0,AccFast,40,18,Man,Right,
9,4,1,1.6840721999997186,['n'],1,right,['2'],5,0.3994838000003256,0.2,0,AccFast,40,18,Man,Right,
10,4,1,1.3521461000000272,['n'],1,right,['2'],5,0.28481020000026547,0.1,0,AccFast,40,18,Man,Right,
11,4,1,1.8520813999998609,['n'],1,right,['2'],5,0.3516017000001739,0.1,0,AccFast,40,18,Man,Right,
12,4,1,2.4833247000001393,['n'],1,right,['2'],5,0.3679913000000852,0.1,0,AccFast,40,18,Man,Right,
13,4,1,0.8834925000001022,['c'],1,left,['2'],5,0.43421299999999974,0.4,0,AccFast,40,18,Man,Right,
14,4,1,0.7505637999997816,['n'],1,right,['2'],5,0.31595130000005156,0.4,0,AccFast,40,18,Man,Right,
15,4,1,1.3845495000000483,['n'],0,left,['2'],5,0.3502258999997139,0.1,0,AccFast,40,18,Man,Right,
16,4,1,0.8330430000000888,['c'],1,left,['2'],5,0.3357887000001938,0.4,0,AccFast,40,18,Man,Right,
17,4,1,0.9162522000001445,['c'],1,left,['2'],5,0.2671714000002794,0.1,0,AccFast,40,18,Man,Right,
18,4,1,0.950952099999995,['n'],1,right,['2'],5,0.33474040000010064,0.4,0,AccFast,40,18,Man,Right,
19,4,1,0.7014347999997881,['n'],0,left,['2'],5,0.3014955999997255,0.4,0,AccFast,40,18,Man,Right,
20,4,1,3.4668156000002455,['n'],0,left,['2'],5,0.5668943000000581,0.2,0,AccFast,40,18,Man,Right,
21,4,1,2.033281200000147,['n'],0,left,['2'],5,0.45038860000022396,0.4,0,AccFast,40,18,Man,Right,
22,4,1,1.5001807999997254,['n'],0,left,['3'],4,0.38492109999970126,0.2,0,AccFast,40,18,Man,Right,
23,4,1,1.9506940000001123,['n'],1,right,['2'],5,0.41803509999999733,0.1,0,AccFast,40,18,Man,Right,
24,4,1,1.6671845000000758,['n'],1,right,['3'],4,0.3853583999998591,0.2,0,AccFast,40,18,Man,Right,
25,4,1,2.767338799999834,['n'],1,right,['3'],4,0.46791450000000623,0.2,0,AccFast,40,18,Man,Right,
26,4,1,1.6345196000002034,['c'],1,left,['3'],4,0.5846432000003006,0.2,0,AccFast,40,18,Man,Right,
27,4,1,1.8000796999999693,['c'],0,right,['3'],4,0.4179497000000083,0.2,0,AccFast,40,18,Man,Right,
28,4,1,1.0818454000000202,['c'],1,left,['3'],4,0.35086619999992763,0.2,0,AccFast,40,18,Man,Right,
29,4,1,0.9514549000000443,['n'],1,right,['3'],4,0.7017257000002246,0.4,0,AccFast,40,18,Man,Right,
30,4,1,0.9672255000000405,['c'],1,left,['2'],5,0.4338944999999512,0.1,0,AccFast,40,18,Man,Right,
31,4,1,0.750267200000053,['n'],0,left,['3'],4,0.5513326000000234,0.4,0,AccFast,40,18,Man,Right,
32,4,1,0.6830167000002803,['c'],0,right,['2'],5,0.3842419000002337,0.1,0,AccFast,40,18,Man,Right,
33,4,1,0.9160657000002175,['c'],1,left,['3'],4,0.5027292999998281,0.2,0,AccFast,40,18,Man,Right,
34,4,1,0.9171364999997422,['c'],0,right,['3'],4,0.5505205999997997,0.1,0,AccFast,40,18,Man,Right,
35,4,1,1.0008660000003147,['c'],1,left,['3'],4,0.5682285999996566,0.4,0,AccFast,40,18,Man,Right,
36,4,1,0.6508327000001373,['c'],1,left,['2'],5,0.31664249999994354,0.1,0,AccFast,40,18,Man,Right,
37,4,1,0.9997315999999046,['c'],1,left,['2'],5,0.45056819999990694,0.2,0,AccFast,40,18,Man,Right,
38,4,1,1.4831051999999545,['n'],1,right,['2'],5,0.7507047999997667,0.1,0,AccFast,40,18,Man,Right,
39,4,1,2.8009938000000147,['n'],0,left,['2'],5,0.7183181999998851,0.1,0,AccFast,40,18,Man,Right,
40,4,1,0.8496430999998665,['n'],1,right,['2'],5,0.39952149999999165,0.4,0,AccFast,40,18,Man,Right,
41,4,1,0.7831158000003597,['n'],1,right,['2'],5,0.2853393000000324,0.4,0,AccFast,40,18,Man,Right,
42,4,1,1.4167187000002741,['n'],1,right,['2'],5,0.368740699999762,0.4,0,AccFast,40,18,Man,Right,
43,4,1,1.1487836000001153,['n'],0,left,['2'],5,0.41863389999980427,0.2,0,AccFast,40,18,Man,Right,
44,4,1,1.1495427999998356,['n'],1,right,['2'],5,0.38560980000011114,0.2,0,AccFast,40,18,Man,Right,
45,4,1,2.8334360999997443,['n'],1,right,['2'],5,0.41819299999997384,0.2,0,AccFast,40,18,Man,Right,
46,4,1,2.0832822000002125,['c'],1,left,['2'],5,0.5334207000000788,0.1,0,AccFast,40,18,Man,Right,
47,4,1,1.2504973999998583,['c'],0,right,['2'],5,0.634718299999804,0.1,0,AccFast,40,18,Man,Right,
48,4,1,1.0487747000001946,['c'],1,left,['3'],4,0.30087790000015957,0.1,0,AccFast,40,18,Man,Right,
49,4,1,0.9183130000001256,['c'],1,left,['2'],5,0.2328458000001774,0.2,0,AccFast,40,18,Man,Right,
50,4,1,0.8339994000002662,['c'],1,left,['2'],5,0.2525289000000157,0.4,0,AccFast,40,18,Man,Right,
51,4,1,0.6830079000001206,['c'],1,left,['3'],4,0.36692189999985203,0.1,0,AccFast,40,18,Man,Right,
52,4,1,0.78406700000005,['n'],1,right,['2'],5,0.7011020999998436,0.4,0,AccFast,40,18,Man,Right,
53,4,1,2.399017300000196,['c'],0,right,['2'],5,0.4018977000000632,0.4,0,AccFast,40,18,Man,Right,
54,4,1,1.0334742999998525,['c'],0,right,['2'],5,0.40198819999977786,0.2,0,AccFast,40,18,Man,Right,
55,4,1,0.9507764999998471,['c'],0,right,['3'],4,0.5012813999996979,0.4,0,AccFast,40,18,Man,Right,
56,4,1,0.7171864000001733,['c'],1,left,['2'],5,0.616452499999923,0.4,0,AccFast,40,18,Man,Right,
57,4,1,0.7998250999999073,['c'],1,left,['2'],5,0.3510056000000077,0.2,0,AccFast,40,18,Man,Right,
58,4,1,0.8005224999997154,['c'],1,left,['2'],5,0.3346366000000671,0.2,0,AccFast,40,18,Man,Right,
59,4,1,0.6341327000000092,['c'],1,left,['2'],5,0.35099310000032347,0.4,0,AccFast,40,18,Man,Right,
0,5,1,4.150529299999562,['n'],1,right,['2'],5,2.834347600000001,0.1,0,AccAcc,40,18,Man,Right,
1,5,1,2.283217700000023,['n'],1,right,['3'],4,3.2858918000001722,0.4,0,AccAcc,40,18,Man,Right,
2,5,1,3.233496500000001,['n'],0,left,['3'],4,1.2837119000000712,0.1,0,AccAcc,40,18,Man,Right,
3,5,1,2.134558599999764,['c'],1,left,['2'],5,1.4850289999999404,0.2,0,AccAcc,40,18,Man,Right,
4,5,1,1.9335338999999294,['c'],1,left,['3'],4,0.8511809000001449,0.2,0,AccAcc,40,18,Man,Right,
5,5,1,1.1680567999997038,['n'],1,right,['2'],5,0.8501722000000882,0.4,0,AccAcc,40,18,Man,Right,
6,5,1,1.715541999999914,['c'],1,left,['2'],5,1.2188802000000578,0.2,0,AccAcc,40,18,Man,Right,
7,5,1,3.284219699999994,['n'],0,left,['2'],5,0.5833757999998852,0.1,0,AccAcc,40,18,Man,Right,
8,5,1,1.2831363999998757,['n'],1,right,['2'],5,1.984708899999987,0.4,0,AccAcc,40,18,Man,Right,
9,5,1,1.7168619999997645,['n'],1,right,['2'],5,0.6520757999996931,0.4,0,AccAcc,40,18,Man,Right,
10,5,1,1.7335432000004403,['n'],1,right,['2'],5,0.6835653000002821,0.1,0,AccAcc,40,18,Man,Right,
11,5,1,1.8492921000001843,['n'],0,left,['1'],6,0.38462029999982406,0.2,0,AccAcc,40,18,Man,Right,
12,5,1,0.7664386000001286,['c'],1,left,['1'],6,1.401903299999958,0.4,0,AccAcc,40,18,Man,Right,
13,5,1,1.715501199999835,['n'],0,left,['2'],5,1.7507974000000104,0.2,0,AccAcc,40,18,Man,Right,
14,5,1,1.4015879999997196,['n'],1,right,['1'],6,0.8166651999999885,0.4,0,AccAcc,40,18,Man,Right,
15,5,1,2.5003191000000697,['n'],0,left,['2'],5,0.6496015000002444,0.1,0,AccAcc,40,18,Man,Right,
16,5,1,1.2342749999997977,['c'],1,left,['2'],5,1.1522353000000294,0.2,0,AccAcc,40,18,Man,Right,
17,5,1,0.8503167000003486,['n'],1,right,['2'],5,2.750833099999909,0.4,0,AccAcc,40,18,Man,Right,
18,5,1,0.9681217000002107,['n'],1,right,['2'],5,0.7676018000001932,0.4,0,AccAcc,40,18,Man,Right,
19,5,1,3.233564000000115,['n'],1,right,['9'],2,1.4168267000000014,0.2,0,AccAcc,40,18,Man,Right,
20,5,1,1.0341244000001097,['n'],1,right,['2'],5,1.4671078999999736,0.2,0,AccAcc,40,18,Man,Right,
21,5,1,4.701003000000128,['c'],0,right,['3'],4,2.7177019999999175,0.4,0,AccAcc,40,18,Man,Right,
22,5,1,3.716303599999719,['c'],1,left,['2'],5,0.8340034999996533,0.2,0,AccAcc,40,18,Man,Right,
23,5,1,4.115346600000066,['c'],1,left,['2'],5,1.0350846999999703,0.4,0,AccAcc,40,18,Man,Right,
24,5,1,3.7833856000002015,['c'],1,left,['2'],5,0.734730899999704,0.4,0,AccAcc,40,18,Man,Right,
25,5,1,1.9326905999996598,['c'],1,left,['2'],5,0.4834502999997312,0.2,0,AccAcc,40,18,Man,Right,
26,5,1,1.9677692000000206,['n'],1,right,['3'],4,1.417724100000214,0.4,0,AccAcc,40,18,Man,Right,
27,5,1,5.015414400000282,x,-99,right,none,-99,-99,0.2,1,AccAcc,40,18,Man,Right,
28,5,1,1.4337028999998438,['c'],0,right,['2'],5,1.001298499999848,0.1,0,AccAcc,40,18,Man,Right,
29,5,1,1.4670392999996693,['c'],1,left,['2'],5,0.701393900000312,0.4,0,AccAcc,40,18,Man,Right,
30,5,1,1.0003214999996999,['c'],1,left,['2'],5,0.5178458999998838,0.2,0,AccAcc,40,18,Man,Right,
31,5,1,2.5505401000000347,['c'],0,right,['2'],5,0.7683074000001398,0.2,0,AccAcc,40,18,Man,Right,
32,5,1,1.0996133000003283,['c'],0,right,['3'],4,1.302002000000357,0.1,0,AccAcc,40,18,Man,Right,
33,5,1,1.333596999999827,['c'],1,left,['2'],5,0.3516842999997607,0.2,0,AccAcc,40,18,Man,Right,
34,5,1,1.798659300000054,['c'],1,left,['2'],5,0.5693497000002026,0.2,0,AccAcc,40,18,Man,Right,
35,5,1,1.965972800000145,['c'],1,left,['3'],4,0.485302000000047,0.1,0,AccAcc,40,18,Man,Right,
36,5,1,1.6511195999996744,['c'],1,left,['3'],4,0.485010400000192,0.4,0,AccAcc,40,18,Man,Right,
37,5,1,1.6498153000002276,['c'],0,right,['2'],5,0.39979140000014013,0.1,0,AccAcc,40,18,Man,Right,
38,5,1,1.4006641999999374,['c'],0,right,['2'],5,0.4012876000001597,0.1,0,AccAcc,40,18,Man,Right,
39,5,1,1.8838580999999976,['c'],0,right,['2'],5,0.40142939999986993,0.1,0,AccAcc,40,18,Man,Right,
40,5,1,3.083564800000204,['c'],1,left,['2'],5,0.33346239999991667,0.1,0,AccAcc,40,18,Man,Right,
41,5,1,0.9334696999999323,['n'],1,right,['2'],5,0.43335579999984475,0.1,0,AccAcc,40,18,Man,Right,
42,5,1,2.033602400000291,['n'],1,right,['2'],5,1.0354299000000537,0.2,0,AccAcc,40,18,Man,Right,
43,5,1,1.96688260000019,['n'],0,left,['3'],4,1.067780099999709,0.1,0,AccAcc,40,18,Man,Right,
44,5,1,3.264933100000235,['c'],0,right,['2'],5,0.7026989000000867,0.2,0,AccAcc,40,18,Man,Right,
45,5,1,4.382090999999946,['n'],1,right,['2'],5,1.202347799999643,0.1,0,AccAcc,40,18,Man,Right,
46,5,1,3.0334531000003153,['n'],0,left,['3'],4,0.7682682999998178,0.4,0,AccAcc,40,18,Man,Right,
47,5,1,2.550047800000357,['c'],1,left,['8'],3,1.0517710000003717,0.2,0,AccAcc,40,18,Man,Right,
48,5,1,1.883427600000232,['c'],1,left,['2'],5,1.3179998999999043,0.4,0,AccAcc,40,18,Man,Right,
49,5,1,1.3840777000000344,['n'],1,right,['2'],5,0.6014867000003505,0.1,0,AccAcc,40,18,Man,Right,
50,5,1,1.5506521000002067,['n'],1,right,['2'],5,0.4514776000000893,0.4,0,AccAcc,40,18,Man,Right,
