withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,4.5179229000000305,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
1,1,1,1.0677198000000772,['c'],0,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
2,1,1,0.8849299000000883,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
3,1,1,3.282586300000048,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
4,1,1,0.8838936000001922,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
5,1,1,0.7505358999999316,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
6,1,1,0.6999717999999575,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
7,1,1,0.8175065999998878,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
8,1,1,2.034206900000072,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
9,1,1,0.8161987999999383,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
10,1,1,0.7187859000000572,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
11,1,1,0.6172659000001204,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
12,1,1,0.8845659000000978,['n'],0,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
13,1,1,1.451111200000014,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
14,1,1,0.999696300000096,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
15,1,1,1.499069999999847,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
16,1,1,1.0828268000000207,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
17,1,1,0.849657999999863,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
18,1,1,1.70042269999999,['c'],0,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
19,1,1,1.6665524000000005,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
20,1,1,1.1830942999999934,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
21,1,1,1.36663539999995,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
22,1,1,2.3832824000000983,['n'],0,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
23,1,1,1.8994023000000197,['n'],0,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
0,1,2,0.6839132000000063,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
1,1,2,0.6672611000001325,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
2,1,2,0.733333200000061,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
3,1,2,0.5829805000000761,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
4,1,2,0.5672203999999965,['c'],0,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
5,1,2,0.9670030000002043,['n'],0,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
6,1,2,1.1835661000000073,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
7,1,2,0.7995735000001787,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
8,1,2,0.6673155000000861,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
9,1,2,0.7504080999999587,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
10,1,2,0.6337219999998069,['c'],0,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
11,1,2,1.6001293000001624,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
12,1,2,1.0186374999998407,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
13,1,2,0.63274279999996,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
14,1,2,0.966975100000127,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
15,1,2,0.9840071999999509,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
16,1,2,0.7832103000000643,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
17,1,2,0.7172499999999218,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
18,1,2,0.6170523000000685,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
19,1,2,1.783004099999971,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
20,1,2,1.5498187999999118,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
21,1,2,0.71602740000003,['c'],1,left,none,-99,-99,0.5,0,none,16,19,Woman,Right,
22,1,2,1.2502183000001423,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
23,1,2,0.7173719999998411,['n'],1,right,none,-99,-99,0.5,0,none,16,19,Woman,Right,
0,2,1,1.585239300000012,['n'],1,right,none,-99,-99,0.1,0,none,16,19,Woman,Right,
1,2,1,0.7320795999999063,['n'],0,left,none,-99,-99,0.2,0,none,16,19,Woman,Right,
2,2,1,0.7343273999999838,['c'],1,left,none,-99,-99,0.4,0,none,16,19,Woman,Right,
3,2,1,1.401492400000052,['n'],0,left,none,-99,-99,0.1,0,none,16,19,Woman,Right,
