withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,3.233143299999938,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
1,1,1,0.9170183999999608,['c'],1,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
2,1,1,0.9666725000001861,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
3,1,1,0.8672251000000415,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
4,1,1,0.8011817000001429,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
5,1,1,1.2338578999999754,['c'],0,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
6,1,1,0.7505859000000328,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
7,1,1,0.6999824000001809,['c'],1,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
8,1,1,0.8504118999999264,['n'],0,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
9,1,1,0.7839635000000271,['n'],0,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
10,1,1,0.8347076000000015,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
11,1,1,2.467236200000116,['c'],0,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
12,1,1,0.7841527000000497,['c'],1,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
13,1,1,0.6011252999999215,['n'],0,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
14,1,1,0.9671920000000682,['c'],1,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
15,1,1,0.6170082999999522,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
16,1,1,0.6179343999999674,['c'],1,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
17,1,1,0.6168971000001875,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
18,1,1,0.7677555000000211,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
19,1,1,0.5991990999998507,['c'],1,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
20,1,1,1.1839279000000715,['c'],1,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
21,1,1,0.8329704999998739,['c'],1,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
22,1,1,0.5990941000000021,['c'],1,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
23,1,1,1.0170634999999493,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
0,1,2,1.1010418999999274,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
1,1,2,1.098995400000149,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
2,1,2,0.5331639000000905,['c'],1,left,none,-99,-99,0.5,0,none,22,18,Woman,Right,
3,1,2,0.43543300000010277,['n'],1,right,none,-99,-99,0.5,0,none,22,18,Woman,Right,
