withinblocktrial,block,block_repetition,rt,resp,cor,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub,age,gender,handedness,
0,1,1,1.6334715999992113,['c'],1,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
1,1,1,1.766685900000084,['c'],1,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
2,1,1,2.0495358999996824,['n'],0,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
3,1,1,0.866983099999743,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
4,1,1,0.9326838999995744,['c'],1,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
5,1,1,0.900070799999412,['c'],1,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
6,1,1,1.1156370000007882,['c'],1,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
7,1,1,0.6671295999994982,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
8,1,1,0.7155972999998994,['c'],1,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
9,1,1,0.9495515999997224,['c'],1,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
10,1,1,0.5159274000006917,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
11,1,1,1.133394199999202,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
12,1,1,0.5494693999999072,['c'],1,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
13,1,1,0.5671716999995624,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
14,1,1,0.7169192000001203,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
15,1,1,0.7331132999997862,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
16,1,1,1.0334959000001618,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
17,1,1,0.9339694000000236,['c'],0,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
18,1,1,1.0157948999994915,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
19,1,1,0.7831709000001865,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
20,1,1,0.6997673999994731,['c'],1,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
21,1,1,1.0828206000005594,['n'],1,right,none,-99,-99,0.5,0,none,11,18,Woman,Right,
22,1,1,0.9666487999993478,['c'],1,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
23,1,1,1.3321563999998034,['n'],0,left,none,-99,-99,0.5,0,none,11,18,Woman,Right,
0,2,1,1.4498200000007273,['c'],1,left,none,-99,-99,0.1,0,none,11,18,Woman,Right,
1,2,1,0.9170663999993849,['c'],1,left,none,-99,-99,0.1,0,none,11,18,Woman,Right,
2,2,1,0.7004299999998693,['n'],1,right,none,-99,-99,0.4,0,none,11,18,Woman,Right,
3,2,1,1.1335412000007636,['c'],1,left,none,-99,-99,0.1,0,none,11,18,Woman,Right,
4,2,1,0.7997458999998344,['n'],1,right,none,-99,-99,0.2,0,none,11,18,Woman,Right,
5,2,1,0.6663011000000552,['c'],1,left,none,-99,-99,0.4,0,none,11,18,Woman,Right,
6,2,1,0.5172481999998126,['n'],1,right,none,-99,-99,0.2,0,none,11,18,Woman,Right,
7,2,1,1.5500773000003392,['c'],0,right,none,-99,-99,0.4,0,none,11,18,Woman,Right,
8,2,1,1.4998513999998977,['n'],0,left,none,-99,-99,0.1,0,none,11,18,Woman,Right,
